keyPressRun_5.keys,keyPressRun_5.rt,keyPressRun_6.keys,keyPressRun_6.rt,keyPressRun_7.keys,keyPressRun_7.rt,participant,session,date,expName,psychopyVersion,frameRate,
space,9.675241400000232,,,,,,001,2019_Apr_05_1743,untitled,3.0.1,59.942982235316336,
,,space,8.655480299999908,,,,001,2019_Apr_05_1743,untitled,3.0.1,59.942982235316336,
,,,,space,3.7390481999991607,,001,2019_Apr_05_1743,untitled,3.0.1,59.942982235316336,
