polygon_5.started,polygon_5.stopped,descriptionText_5.started,descriptionText_5.stopped,keyPressRun_5.keys,keyPressRun_5.rt,keyPressRun_5.started,keyPressRun_5.stopped,participant,date,expName,psychopyVersion,frameRate,
17.26521449998836,None,17.26521449998836,None,space,1.8078073999786284,0.0005419499648269266,None,soheil1,2019_Oct_07_0925,untitled,3.2.3,59.953152612761436,
