keyPressRun_5.keys,keyPressRun_5.rt,keyPressRun_6.keys,keyPressRun_6.rt,keyPressRun_7.keys,keyPressRun_7.rt,participant,session,date,expName,psychopyVersion,frameRate,
space,0.7797310000005382,,,,,,001,2019_Apr_05_1803,untitled,3.0.1,60.132363358494864,
,,space,0.7644917999987229,,,,001,2019_Apr_05_1803,untitled,3.0.1,60.132363358494864,
,,,,space,0.7836265000005369,,001,2019_Apr_05_1803,untitled,3.0.1,60.132363358494864,
