A1_Blocks.thisRepN,A1_Blocks.thisTrialN,A1_Blocks.thisN,A1_Blocks.thisIndex,A1_trials.thisRepN,A1_trials.thisTrialN,A1_trials.thisN,A1_trials.thisIndex,polygon_1.started,polygon_1.stopped,descriptionText_1.started,descriptionText_1.stopped,keyPressRun_1.keys,keyPressRun_1.rt,keyPressRun_1.started,keyPressRun_1.stopped,fixation10.started,fixation10.stopped,fixationImage10.started,fixationImage10.stopped,text.started,text.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,blackProc.started,blackProc.stopped,greenProc.started,greenProc.stopped,ProcTarget.started,ProcTarget.stopped,ProcPicture.started,ProcPicture.stopped,blackWaitInterTrial.started,blackWaitInterTrial.stopped,whiteWaitInterTrial.started,whiteWaitInterTrial.stopped,blackTrial.started,blackTrial.stopped,whiteTrial.started,whiteTrial.stopped,TrialPicture.started,TrialPicture.stopped,keyPressTrial_1.keys,keyPressTrial_1.rt,keyPressTrial_1.started,keyPressTrial_1.stopped,green_1.started,green_1.stopped,red_1.started,red_1.stopped,blackWaitInterTrial_2.started,blackWaitInterTrial_2.stopped,whiteWaitInterTrial_2.started,whiteWaitInterTrial_2.stopped,green_fb_1.started,green_fb_1.stopped,red_fb_1.started,red_fb_1.stopped,Participant ID,Age,Sex,Handedness,Data modality,EEG headset,Visualize Epochs,date,Experiment Mode,frameRate,
,,,,,,,,9.101005099946633,None,9.101005099946633,None,space,1.7873893999494612,0.010439298581331968,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee,ee,Male,Right-handed,Without EEG,,False,2020_Sep_25_1449,intro,60.08333561952515,
0,0,0,0,0,0,0,0,,,,,,,,,10.894815299892798,None,10.894815299892798,None,10.894815299892798,11.90692269988358,11.873110899934545,12.875691199908033,12.875691199908033,13.877379699843004,13.942390699870884,None,13.942390699870884,None,13.942390699870884,None,13.942390699870884,None,17.447214799933136,None,17.447214799933136,None,18.957320199813694,None,18.957320199813694,None,18.957320199813694,None,a,0.2912989999167621,0.006890089949592948,1.0111658901441842,18.957320199813694,None,18.957320199813694,None,19.966982299927622,None,19.966982299927622,None,19.966982299927622,None,19.966982299927622,None,ee,ee,Male,Right-handed,Without EEG,,False,2020_Sep_25_1449,intro,60.08333561952515,
