A1_Blocks.thisRepN,A1_Blocks.thisTrialN,A1_Blocks.thisN,A1_Blocks.thisIndex,A1_trials.thisRepN,A1_trials.thisTrialN,A1_trials.thisN,A1_trials.thisIndex,polygon_1.started,polygon_1.stopped,descriptionText_1.started,descriptionText_1.stopped,keyPressRun_1.keys,keyPressRun_1.rt,keyPressRun_1.started,keyPressRun_1.stopped,fixation10.started,fixation10.stopped,fixationImage10.started,fixationImage10.stopped,text.started,text.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,blackProc.started,blackProc.stopped,greenProc.started,greenProc.stopped,ProcTarget.started,ProcTarget.stopped,ProcPicture.started,ProcPicture.stopped,blackWaitInterTrial.started,blackWaitInterTrial.stopped,whiteWaitInterTrial.started,whiteWaitInterTrial.stopped,blackTrial.started,blackTrial.stopped,whiteTrial.started,whiteTrial.stopped,TrialPicture.started,TrialPicture.stopped,keyPressTrial_1.keys,keyPressTrial_1.started,keyPressTrial_1.stopped,green_1.started,green_1.stopped,red_1.started,red_1.stopped,blackWaitInterTrial_2.started,blackWaitInterTrial_2.stopped,whiteWaitInterTrial_2.started,whiteWaitInterTrial_2.stopped,green_fb_1.started,green_fb_1.stopped,red_fb_1.started,red_fb_1.stopped,keyPressTrial_3.keys,keyPressTrial_3.started,keyPressTrial_3.stopped,green_3.started,green_3.stopped,red_3.started,red_3.stopped,keyPressTrial_1.rt,Participant ID,Age,Sex,Handedness,Experiment Mode,Data modality,EEG headset,Visualize Epochs,date,frameRate,
,,,,,,,,6.616554799955338,None,6.616554799955338,None,space,5.6156495998147875,0.01339648012071848,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa,,Male,Right-handed,train,Without EEG,Emotiv EPOC(+),False,2020_Apr_28_1452,59.93816776189001,
0,0,0,0,0,0,0,0,,,,,,,,,12.221075399778783,None,12.221075399778783,None,12.221075399778783,13.221972899977118,13.205248799873516,14.206178699852899,14.206178699852899,15.207406899891794,15.241060999920592,None,15.241060999920592,None,15.241060999920592,None,15.241060999920592,None,18.743573799962178,None,18.743573799962178,None,20.261560399783775,None,20.261560399783775,None,20.261560399783775,None,None,0.008961440064013004,1.0187665401026607,20.261560399783775,None,20.261560399783775,None,21.262343499809504,None,21.262343499809504,None,21.262343499809504,None,21.262343499809504,None,None,0.011144439922645688,1.8074479398783296,21.262343499809504,None,21.262343499809504,None,,aa,,Male,Right-handed,train,Without EEG,Emotiv EPOC(+),False,2020_Apr_28_1452,59.93816776189001,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.065901699941605,None,23.065901699941605,None,23.065901699941605,None,c,0.00944713968783617,1.0032905398402363,23.065901699941605,None,23.065901699941605,None,24.068811199860647,None,24.068811199860647,None,24.068811199860647,None,24.068811199860647,None,None,0.009108440252020955,1.7198104402050376,24.068811199860647,None,24.068811199860647,None,0.6997042000293732,aa,,Male,Right-handed,train,Without EEG,Emotiv EPOC(+),False,2020_Apr_28_1452,59.93816776189001,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.787354299798608,None,25.787354299798608,None,25.787354299798608,None,None,0.008661040104925632,1.0183895400259644,25.787354299798608,None,25.787354299798608,None,26.804203799925745,None,26.804203799925745,None,26.804203799925745,None,26.804203799925745,None,None,0.009698340203613043,1.7205419403035194,26.804203799925745,None,26.804203799925745,None,,aa,,Male,Right-handed,train,Without EEG,Emotiv EPOC(+),False,2020_Apr_28_1452,59.93816776189001,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.52237749984488,None,28.52237749984488,None,28.52237749984488,None,None,0.009256740100681782,1.0197097400669008,28.52237749984488,None,28.52237749984488,None,,,,,,,,,,,,,,,,,,,,,,,,,,,
