A1_Blocks.thisRepN,A1_Blocks.thisTrialN,A1_Blocks.thisN,A1_Blocks.thisIndex,A1_trials.thisRepN,A1_trials.thisTrialN,A1_trials.thisN,A1_trials.thisIndex,A2_Blocks.thisRepN,A2_Blocks.thisTrialN,A2_Blocks.thisN,A2_Blocks.thisIndex,A2_trials.thisRepN,A2_trials.thisTrialN,A2_trials.thisN,A2_trials.thisIndex,polygon_1.started,polygon_1.stopped,descriptionText_1.started,descriptionText_1.stopped,keyPressRun_1.keys,keyPressRun_1.rt,keyPressRun_1.started,keyPressRun_1.stopped,fixation10.started,fixation10.stopped,fixationImage10.started,fixationImage10.stopped,text.started,text.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,blackProc.started,blackProc.stopped,greenProc.started,greenProc.stopped,ProcTarget.started,ProcTarget.stopped,ProcPicture.started,ProcPicture.stopped,blackWaitInterTrial.started,blackWaitInterTrial.stopped,whiteWaitInterTrial.started,whiteWaitInterTrial.stopped,blackTrial.started,blackTrial.stopped,whiteTrial.started,whiteTrial.stopped,TrialPicture.started,TrialPicture.stopped,keyPressTrial_1.keys,keyPressTrial_1.rt,keyPressTrial_1.started,keyPressTrial_1.stopped,green_1.started,green_1.stopped,red_1.started,red_1.stopped,blackWaitInterTrial_2.started,blackWaitInterTrial_2.stopped,whiteWaitInterTrial_2.started,whiteWaitInterTrial_2.stopped,green_fb_1.started,green_fb_1.stopped,red_fb_1.started,red_fb_1.stopped,fixation.started,fixation.stopped,fixationImage.started,fixationImage.stopped,polygon_end.started,polygon_end.stopped,end_text.started,end_text.stopped,polygon_15.started,polygon_15.stopped,descriptionText_15.started,descriptionText_15.stopped,keyPressRun_15.keys,keyPressRun_15.rt,keyPressRun_15.started,keyPressRun_15.stopped,blackProc_2.started,blackProc_2.stopped,greenProc_2.started,greenProc_2.stopped,ProcTarget_2.started,ProcTarget_2.stopped,ProcPicture_2.started,ProcPicture_2.stopped,blackWaitInterTrial_3.started,blackWaitInterTrial_3.stopped,whiteWaitInterTrial_3.started,whiteWaitInterTrial_3.stopped,blackTrial_2.started,blackTrial_2.stopped,whiteTrial_2.started,whiteTrial_2.stopped,TrialPicture_2.started,TrialPicture_2.stopped,keyPressTrial_2.keys,keyPressTrial_2.rt,keyPressTrial_2.started,keyPressTrial_2.stopped,green_2.started,green_2.stopped,red_2.started,red_2.stopped,blackWaitInterTrial_4.started,blackWaitInterTrial_4.stopped,whiteWaitInterTrial_4.started,whiteWaitInterTrial_4.stopped,green_fb_2.started,green_fb_2.stopped,red_fb_2.started,red_fb_2.stopped,fixation_2.started,fixation_2.stopped,fixationImage_2.started,fixationImage_2.stopped,polygon_end_2.started,polygon_end_2.stopped,end_text_2.started,end_text_2.stopped,Participant ID,Age,Sex,Handedness,Data modality,EEG headset,Visualize Epochs,Audiovisual Cue,date,Experiment Mode,frameRate,
,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.34596989999409,None,104.34596989999409,None,104.34596989999409,None,l,0.5599472999747377,0.008972359966719523,1.018748059956124,104.34596989999409,None,104.34596989999409,None,105.34683489997406,None,105.34683489997406,None,105.34683489997406,None,105.34683489997406,None,,,,,,,,,,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,0,2020_Nov_14_1814,intro,59.94621626046529,
,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.14840279999771,None,107.14840279999771,None,107.14840279999771,None,l,0.12815949998912401,0.01235245997668244,1.0087709599756636,107.14840279999771,None,107.14840279999771,None,108.1492793999787,None,108.1492793999787,None,108.1492793999787,None,108.1492793999787,None,,,,,,,,,,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,0,2020_Nov_14_1814,intro,59.94621626046529,
,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.86747659998946,None,109.86747659998946,None,109.86747659998946,None,None,,0.008845859993016347,1.0184663599939086,109.86747659998946,None,109.86747659998946,None,110.86821659997804,None,110.86821659997804,None,110.86821659997804,None,110.86821659997804,None,,,,,,,,,,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,0,2020_Nov_14_1814,intro,59.94621626046529,
,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.46968779998133,None,112.46968779998133,None,112.46968779998133,None,None,,0.012309760000789538,1.008903759997338,112.46968779998133,None,112.46968779998133,None,113.47055639998871,None,113.47055639998871,None,113.47055639998871,None,113.47055639998871,None,,,,,,,,,,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,0,2020_Nov_14_1814,intro,59.94621626046529,
,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.17205199997989,None,115.17205199997989,None,115.17205199997989,None,None,,0.012219759955769405,1.0085743599629495,115.17205199997989,None,115.17205199997989,None,116.17284259997541,None,116.17284259997541,None,116.17284259997541,None,116.17284259997541,None,,,,,,,,,,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,0,2020_Nov_14_1814,intro,59.94621626046529,
,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.77429119998123,None,117.77429119998123,None,117.77429119998123,None,None,,0.012243359989952296,1.0087695599650033,117.77429119998123,None,117.77429119998123,None,118.7751367999881,None,118.7751367999881,None,118.7751367999881,None,118.7751367999881,None,,,,,,,,,,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,0,2020_Nov_14_1814,intro,59.94621626046529,
,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.39323359998525,None,120.39323359998525,None,120.39323359998525,None,None,,0.00989155998104252,1.0207448599976487,120.39323359998525,None,120.39323359998525,None,121.39410739997402,None,121.39410739997402,None,121.39410739997402,None,121.39410739997402,None,,,,,,,,,,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,0,2020_Nov_14_1814,intro,59.94621626046529,
,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.11231599998428,None,123.11231599998428,None,123.11231599998428,None,None,,0.008680860017193481,1.018387560005067,123.11231599998428,None,123.11231599998428,None,124.1131355999969,None,124.1131355999969,None,124.1131355999969,None,124.1131355999969,None,,,,,,,,,,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,0,2020_Nov_14_1814,intro,59.94621626046529,
,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.83128809998743,None,125.83128809998743,None,125.83128809998743,None,None,,0.010910059994785115,1.022743059991626,125.83128809998743,None,125.83128809998743,None,126.83224359998712,None,126.83224359998712,None,126.83224359998712,None,126.83224359998712,None,,,,,,,,,,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,0,2020_Nov_14_1814,intro,59.94621626046529,
,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.63376629998675,None,128.63376629998675,None,128.63376629998675,None,None,,0.01203245998476632,1.0083484599890653,128.63376629998675,None,128.63376629998675,None,129.6347123000014,None,129.6347123000014,None,129.6347123000014,None,129.6347123000014,None,,,,,,,,,,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,0,2020_Nov_14_1814,intro,59.94621626046529,
,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.3528762999922,None,131.3528762999922,None,131.3528762999922,None,None,,0.01191525999456644,1.0247349599958397,131.3528762999922,None,131.3528762999922,None,132.353716099984,None,132.353716099984,None,132.353716099984,None,132.353716099984,None,,,,,,,,,,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,0,2020_Nov_14_1814,intro,59.94621626046529,
,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.97173949997523,None,133.97173949997523,None,133.97173949997523,None,None,,0.009007159969769418,1.0189251599658746,133.97173949997523,None,133.97173949997523,None,134.9726528999745,None,134.9726528999745,None,134.9726528999745,None,134.9726528999745,None,,,,,,,,,,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,0,2020_Nov_14_1814,intro,59.94621626046529,
,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.6907919999794,None,136.6907919999794,None,136.6907919999794,None,None,,0.01163825998082757,1.0241509599727578,136.6907919999794,None,136.6907919999794,None,137.69175349999568,None,137.69175349999568,None,137.69175349999568,None,137.69175349999568,None,,,,,,,,,,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,0,2020_Nov_14_1814,intro,59.94621626046529,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.29308239999227,None,139.29308239999227,None,,,,,,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,0,2020_Nov_14_1814,intro,59.94621626046529,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.29483759999857,None,141.29483759999857,None,,,,,,,,,,,,
