A1_Blocks.thisRepN,A1_Blocks.thisTrialN,A1_Blocks.thisN,A1_Blocks.thisIndex,A1_trials.thisRepN,A1_trials.thisTrialN,A1_trials.thisN,A1_trials.thisIndex,A2_Blocks.thisRepN,A2_Blocks.thisTrialN,A2_Blocks.thisN,A2_Blocks.thisIndex,A2_trials.thisRepN,A2_trials.thisTrialN,A2_trials.thisN,A2_trials.thisIndex,polygon_1.started,polygon_1.stopped,descriptionText_1.started,descriptionText_1.stopped,keyPressRun_1.keys,keyPressRun_1.rt,keyPressRun_1.started,keyPressRun_1.stopped,fixation10.started,fixation10.stopped,fixationImage10.started,fixationImage10.stopped,text.started,text.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,blackProc.started,blackProc.stopped,greenProc.started,greenProc.stopped,ProcTarget.started,ProcTarget.stopped,ProcPicture.started,ProcPicture.stopped,blackWaitInterTrial.started,blackWaitInterTrial.stopped,whiteWaitInterTrial.started,whiteWaitInterTrial.stopped,blackTrial.started,blackTrial.stopped,whiteTrial.started,whiteTrial.stopped,TrialPicture.started,TrialPicture.stopped,keyPressTrial_1.keys,keyPressTrial_1.rt,keyPressTrial_1.started,keyPressTrial_1.stopped,green_1.started,green_1.stopped,red_1.started,red_1.stopped,blackWaitInterTrial_2.started,blackWaitInterTrial_2.stopped,whiteWaitInterTrial_2.started,whiteWaitInterTrial_2.stopped,green_fb_1.started,green_fb_1.stopped,red_fb_1.started,red_fb_1.stopped,keyPressTrial_3.keys,keyPressTrial_3.started,keyPressTrial_3.stopped,green_3.started,green_3.stopped,red_3.started,red_3.stopped,keyPressTrial_3.rt,fixation.started,fixation.stopped,fixationImage.started,fixationImage.stopped,polygon_end.started,polygon_end.stopped,end_text.started,end_text.stopped,polygon_15.started,polygon_15.stopped,descriptionText_15.started,descriptionText_15.stopped,keyPressRun_15.keys,keyPressRun_15.rt,keyPressRun_15.started,keyPressRun_15.stopped,blackProc_2.started,blackProc_2.stopped,greenProc_2.started,greenProc_2.stopped,ProcTarget_2.started,ProcTarget_2.stopped,ProcPicture_2.started,ProcPicture_2.stopped,blackWaitInterTrial_3.started,blackWaitInterTrial_3.stopped,whiteWaitInterTrial_3.started,whiteWaitInterTrial_3.stopped,blackTrial_2.started,blackTrial_2.stopped,whiteTrial_2.started,whiteTrial_2.stopped,TrialPicture_2.started,TrialPicture_2.stopped,keyPressTrial_2.keys,keyPressTrial_2.started,keyPressTrial_2.stopped,green_2.started,green_2.stopped,red_2.started,red_2.stopped,blackWaitInterTrial_4.started,blackWaitInterTrial_4.stopped,whiteWaitInterTrial_4.started,whiteWaitInterTrial_4.stopped,green_fb_2.started,green_fb_2.stopped,red_fb_2.started,red_fb_2.stopped,keyPressTrial_4.keys,keyPressTrial_4.rt,keyPressTrial_4.started,keyPressTrial_4.stopped,green_4.started,green_4.stopped,red_4.started,red_4.stopped,keyPressTrial_2.rt,fixation_2.started,fixation_2.stopped,fixationImage_2.started,fixationImage_2.stopped,polygon_end_2.started,polygon_end_2.stopped,end_text_2.started,end_text_2.stopped,Participant ID,Age,Sex,Handedness,Data modality,EEG headset,Visualize Epochs,date,Experiment Mode,frameRate,
,,,,,,,,,,,,,,,,5.337188099976629,None,5.337188099976629,None,space,0.8362981998361647,0.012058851309120655,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1846,train-A,59.967066032030544,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,6.187943699769676,None,6.187943699769676,None,6.187943699769676,7.188842999748886,7.17216830002144,8.173263600096107,8.173263600096107,9.17402769997716,9.20743149984628,None,9.20743149984628,None,9.20743149984628,None,9.20743149984628,None,12.71048490004614,None,12.71048490004614,None,14.229127699974924,None,14.229127699974924,None,14.229127699974924,None,a,0.4859508001245558,0.00894787022843957,1.0181975699961185,14.229127699974924,None,14.229127699974924,None,15.22935299994424,None,15.22935299994424,None,15.22935299994424,None,15.22935299994424,None,None,0.011266570538282394,1.8074498702771962,15.22935299994424,None,15.22935299994424,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1846,train-A,59.967066032030544,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.030902499798685,None,17.030902499798685,None,17.030902499798685,None,l,0.3570363996550441,0.010360570158809423,1.0050152698531747,17.030902499798685,None,17.030902499798685,None,18.03184529999271,None,18.03184529999271,None,18.03184529999271,None,18.03184529999271,None,a,0.011331670451909304,1.7074605701491237,18.03184529999271,None,18.03184529999271,None,1.428989500273019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1846,train-A,59.967066032030544,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.733300399966538,None,19.733300399966538,None,19.733300399966538,None,a,0.20730220014229417,0.011179869994521141,1.0065884701907635,19.733300399966538,None,19.733300399966538,None,20.734230099711567,None,20.734230099711567,None,20.734230099711567,None,20.734230099711567,None,a,0.012075270060449839,1.7091793701983988,20.734230099711567,None,20.734230099711567,None,0.15960180014371872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1846,train-A,59.967066032030544,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.435689399950206,None,22.435689399950206,None,22.435689399950206,None,a,0.13004589965566993,0.012197270058095455,1.008600669912994,22.435689399950206,None,22.435689399950206,None,23.436630399897695,None,23.436630399897695,None,23.436630399897695,None,23.436630399897695,None,a,0.01032297033816576,1.705493870191276,23.436630399897695,None,23.436630399897695,None,0.30316990008577704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1846,train-A,59.967066032030544,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.138038999866694,None,25.138038999866694,None,25.138038999866694,None,a,0.13918509986251593,0.011622769758105278,1.00749516999349,25.138038999866694,None,25.138038999866694,None,26.13889929978177,None,26.13889929978177,None,26.13889929978177,None,26.13889929978177,None,None,0.010714870411902666,1.8063244703225791,26.13889929978177,None,26.13889929978177,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1846,train-A,59.967066032030544,
0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.940705299843103,None,27.940705299843103,None,27.940705299843103,None,None,,0.011395670473575592,1.007154170423746,27.940705299843103,None,27.940705299843103,None,28.94134879997,None,28.94134879997,None,28.94134879997,None,28.94134879997,None,None,0.011105170007795095,1.8070954699069262,28.94134879997,None,28.94134879997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1846,train-A,59.967066032030544,
0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.742952100001276,None,30.742952100001276,None,30.742952100001276,None,None,,0.01238256972283125,1.0090176700614393,30.742952100001276,None,30.742952100001276,None,31.743824899662286,None,31.743824899662286,None,31.743824899662286,None,31.743824899662286,None,None,0.01189766963943839,1.6086106696166098,31.743824899662286,None,31.743824899662286,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1846,train-A,59.967066032030544,
0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.34522379981354,None,33.34522379981354,None,33.34522379981354,None,None,,0.011527169961482286,1.0072860699146986,33.34522379981354,None,33.34522379981354,None,34.34615859994665,None,34.34615859994665,None,34.34615859994665,None,34.34615859994665,None,a,0.01188086997717619,1.8092272700741887,34.34615859994665,None,34.34615859994665,None,0.31526469998061657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1846,train-A,59.967066032030544,
0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.147995399776846,None,36.147995399776846,None,36.147995399776846,None,lalt,0.0013609002344310284,0.011689570266753435,1.007657270412892,36.147995399776846,None,36.147995399776846,None,37.149008699692786,None,37.149008699692786,None,37.149008699692786,None,37.149008699692786,None,None,0.011486370582133532,1.6073560705408454,37.149008699692786,None,37.149008699692786,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1846,train-A,59.967066032030544,
