A1_Blocks.thisRepN,A1_Blocks.thisTrialN,A1_Blocks.thisN,A1_Blocks.thisIndex,A1_trials.thisRepN,A1_trials.thisTrialN,A1_trials.thisN,A1_trials.thisIndex,polygon_1.started,polygon_1.stopped,descriptionText_1.started,descriptionText_1.stopped,keyPressRun_1.keys,keyPressRun_1.rt,keyPressRun_1.started,keyPressRun_1.stopped,fixation10.started,fixation10.stopped,fixationImage10.started,fixationImage10.stopped,text.started,text.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,blackProc.started,blackProc.stopped,greenProc.started,greenProc.stopped,ProcTarget.started,ProcTarget.stopped,ProcPicture.started,ProcPicture.stopped,blackWaitInterTrial.started,blackWaitInterTrial.stopped,whiteWaitInterTrial.started,whiteWaitInterTrial.stopped,blackTrial.started,blackTrial.stopped,whiteTrial.started,whiteTrial.stopped,TrialPicture.started,TrialPicture.stopped,keyPressTrial_1.keys,keyPressTrial_1.started,keyPressTrial_1.stopped,green_1.started,green_1.stopped,red_1.started,red_1.stopped,blackWaitInterTrial_2.started,blackWaitInterTrial_2.stopped,whiteWaitInterTrial_2.started,whiteWaitInterTrial_2.stopped,green_fb_1.started,green_fb_1.stopped,red_fb_1.started,red_fb_1.stopped,keyPressTrial_3.keys,keyPressTrial_3.started,keyPressTrial_3.stopped,green_3.started,green_3.stopped,red_3.started,red_3.stopped,Participant ID,Age,Sex,Handedness,Experiment Mode,Data modality,EEG headset,Visualize Epochs,date,frameRate,
,,,,,,,,6.002053800038993,None,6.002053800038993,None,space,2.300343400100246,0.003576199058443308,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa,,Male,Right-handed,train,Without EEG,Emotiv EPOC(+),False,2020_Apr_28_1453,59.96922375550089,
0,0,0,0,0,0,0,0,,,,,,,,,8.30345659982413,None,8.30345659982413,None,8.30345659982413,9.304414500016719,9.287713999859989,10.288529200013727,10.288529200013727,11.289490199880674,11.322841999819502,None,11.322841999819502,None,11.322841999819502,None,11.322841999819502,None,14.82643529982306,None,14.82643529982306,None,16.344012700021267,None,16.344012700021267,None,16.344012700021267,None,None,0.009564649779349566,1.0199888499919325,16.344012700021267,None,16.344012700021267,None,17.344851299887523,None,17.344851299887523,None,17.344851299887523,None,17.344851299887523,None,None,0.011900549987331033,1.8086605500429869,17.344851299887523,None,17.344851299887523,None,aa,,Male,Right-handed,train,Without EEG,Emotiv EPOC(+),False,2020_Apr_28_1453,59.96922375550089,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1464100999292,None,19.1464100999292,None,19.1464100999292,None,None,0.010114349890500307,1.0044252499938011,19.1464100999292,None,19.1464100999292,None,,,,,,,,,,,,,,,,,,,,,,,,,,
