A1_Blocks.thisRepN,A1_Blocks.thisTrialN,A1_Blocks.thisN,A1_Blocks.thisIndex,A1_trials.thisRepN,A1_trials.thisTrialN,A1_trials.thisN,A1_trials.thisIndex,A2_Blocks.thisRepN,A2_Blocks.thisTrialN,A2_Blocks.thisN,A2_Blocks.thisIndex,A2_trials.thisRepN,A2_trials.thisTrialN,A2_trials.thisN,A2_trials.thisIndex,polygon_1.started,polygon_1.stopped,descriptionText_1.started,descriptionText_1.stopped,keyPressRun_1.keys,keyPressRun_1.rt,keyPressRun_1.started,keyPressRun_1.stopped,fixation10.started,fixation10.stopped,fixationImage10.started,fixationImage10.stopped,text.started,text.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,blackProc.started,blackProc.stopped,greenProc.started,greenProc.stopped,ProcTarget.started,ProcTarget.stopped,ProcPicture.started,ProcPicture.stopped,blackWaitInterTrial.started,blackWaitInterTrial.stopped,whiteWaitInterTrial.started,whiteWaitInterTrial.stopped,blackTrial.started,blackTrial.stopped,whiteTrial.started,whiteTrial.stopped,TrialPicture.started,TrialPicture.stopped,keyPressTrial_1.keys,keyPressTrial_1.rt,keyPressTrial_1.started,keyPressTrial_1.stopped,green_1.started,green_1.stopped,red_1.started,red_1.stopped,blackWaitInterTrial_2.started,blackWaitInterTrial_2.stopped,whiteWaitInterTrial_2.started,whiteWaitInterTrial_2.stopped,green_fb_1.started,green_fb_1.stopped,red_fb_1.started,red_fb_1.stopped,keyPressTrial_3.keys,keyPressTrial_3.started,keyPressTrial_3.stopped,green_3.started,green_3.stopped,red_3.started,red_3.stopped,keyPressTrial_3.rt,fixation.started,fixation.stopped,fixationImage.started,fixationImage.stopped,polygon_end.started,polygon_end.stopped,end_text.started,end_text.stopped,polygon_15.started,polygon_15.stopped,descriptionText_15.started,descriptionText_15.stopped,keyPressRun_15.keys,keyPressRun_15.rt,keyPressRun_15.started,keyPressRun_15.stopped,blackProc_2.started,blackProc_2.stopped,greenProc_2.started,greenProc_2.stopped,ProcTarget_2.started,ProcTarget_2.stopped,ProcPicture_2.started,ProcPicture_2.stopped,blackWaitInterTrial_3.started,blackWaitInterTrial_3.stopped,whiteWaitInterTrial_3.started,whiteWaitInterTrial_3.stopped,blackTrial_2.started,blackTrial_2.stopped,whiteTrial_2.started,whiteTrial_2.stopped,TrialPicture_2.started,TrialPicture_2.stopped,keyPressTrial_2.keys,keyPressTrial_2.started,keyPressTrial_2.stopped,green_2.started,green_2.stopped,red_2.started,red_2.stopped,blackWaitInterTrial_4.started,blackWaitInterTrial_4.stopped,whiteWaitInterTrial_4.started,whiteWaitInterTrial_4.stopped,green_fb_2.started,green_fb_2.stopped,red_fb_2.started,red_fb_2.stopped,keyPressTrial_4.keys,keyPressTrial_4.started,keyPressTrial_4.stopped,green_4.started,green_4.stopped,red_4.started,red_4.stopped,fixation_2.started,fixation_2.stopped,fixationImage_2.started,fixationImage_2.stopped,keyPressTrial_4.rt,keyPressTrial_2.rt,polygon_end_2.started,polygon_end_2.stopped,end_text_2.started,end_text_2.stopped,Participant ID,Age,Sex,Handedness,Data modality,EEG headset,Visualize Epochs,date,Experiment Mode,frameRate,
1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.48093630000949,None,72.48093630000949,None,72.48093630000949,None,None,,0.011296730022877455,1.0067150299437344,72.48093630000949,None,72.48093630000949,None,73.48177669988945,None,73.48177669988945,None,73.48177669988945,None,73.48177669988945,None,None,0.011448029894381762,1.607667630072683,73.48177669988945,None,73.48177669988945,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.08328139968216,None,75.08328139968216,None,75.08328139968216,None,None,,0.012401330284774303,1.009040430188179,75.08328139968216,None,75.08328139968216,None,76.08409389993176,None,76.08409389993176,None,76.08409389993176,None,76.08409389993176,None,None,0.01126933004707098,1.7073674299754202,76.08409389993176,None,76.08409389993176,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.78558530006558,None,77.78558530006558,None,77.78558530006558,None,None,,0.011914029717445374,1.0081058298237622,77.78558530006558,None,77.78558530006558,None,78.78646470000967,None,78.78646470000967,None,78.78646470000967,None,78.78646470000967,None,None,0.011416229885071516,1.807738829869777,78.78646470000967,None,78.78646470000967,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.58800859982148,None,80.58800859982148,None,80.58800859982148,None,None,,0.011180029716342688,1.0065767299383879,80.58800859982148,None,80.58800859982148,None,81.58890850003809,None,81.58890850003809,None,81.58890850003809,None,81.58890850003809,None,None,0.01120462967082858,1.8073295294307172,81.58890850003809,None,81.58890850003809,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.40718739992008,None,83.40718739992008,None,83.40718739992008,None,None,,0.008044929709285498,1.016958029475063,83.40718739992008,None,83.40718739992008,None,84.40803549997509,None,84.40803549997509,None,84.40803549997509,None,84.40803549997509,None,None,0.011080329772084951,1.7069947295822203,84.40803549997509,None,84.40803549997509,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.10952359996736,None,86.10952359996736,None,86.10952359996736,None,None,,0.011062930338084698,1.0063316305167973,86.10952359996736,None,86.10952359996736,None,87.11037530004978,None,87.11037530004978,None,87.11037530004978,None,87.11037530004978,None,None,0.011151229962706566,1.7071435302495956,87.11037530004978,None,87.11037530004978,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.81195859983563,None,88.81195859983563,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,90.81366029987112,None,90.81366029987112,None,90.81366029987112,None,90.81366029987112,None,94.31674030004069,None,94.31674030004069,None,95.83475529961288,None,95.83475529961288,None,95.83475529961288,None,None,,0.010823030024766922,1.0226037302054465,95.83475529961288,None,95.83475529961288,None,96.83555209962651,None,96.83555209962651,None,96.83555209962651,None,96.83555209962651,None,None,0.010716930031776428,1.7062724302522838,96.83555209962651,None,96.83555209962651,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.53705479996279,None,98.53705479996279,None,98.53705479996279,None,None,,0.010917729698121548,1.0060301297344267,98.53705479996279,None,98.53705479996279,None,99.53791049961,None,99.53791049961,None,99.53791049961,None,99.53791049961,None,None,0.011474329978227615,1.6076851300895214,99.53791049961,None,99.53791049961,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.13933809986338,None,101.13933809986338,None,101.13933809986338,None,None,,0.01100863004103303,1.0063304300419986,101.13933809986338,None,101.13933809986338,None,102.14019089983776,None,102.14019089983776,None,102.14019089983776,None,102.14019089983776,None,None,0.011313630267977715,1.8076696302741766,102.14019089983776,None,102.14019089983776,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.94174859998748,None,103.94174859998748,None,103.94174859998748,None,None,,0.010837630368769169,1.0059022302739322,103.94174859998748,None,103.94174859998748,None,104.94268770003691,None,104.94268770003691,None,104.94268770003691,None,104.94268770003691,None,None,0.012075829785317183,1.70898672984913,104.94268770003691,None,104.94268770003691,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.64412419963628,None,106.64412419963628,None,106.64412419963628,None,None,,0.010782029945403337,1.0057939300313592,106.64412419963628,None,106.64412419963628,None,107.64499369962141,None,107.64499369962141,None,107.64499369962141,None,107.64499369962141,None,None,0.011919629760086536,1.6085923300124705,107.64499369962141,None,107.64499369962141,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.24643679987639,None,109.24643679987639,None,109.24643679987639,None,None,,0.012738230172544718,1.0097788302227855,109.24643679987639,None,109.24643679987639,None,110.24728249991313,None,110.24728249991313,None,110.24728249991313,None,110.24728249991313,None,None,0.011745729483664036,1.8084440296515822,110.24728249991313,None,110.24728249991313,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.04886939981952,None,112.04886939981952,None,112.04886939981952,None,None,,0.012191229965537786,1.0085868299938738,112.04886939981952,None,112.04886939981952,None,113.04972989996895,None,113.04972989996895,None,113.04972989996895,None,113.04972989996895,None,None,0.011877130251377821,1.708586229942739,113.04972989996895,None,113.04972989996895,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
2,0,2,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.75115539971739,None,114.75115539971739,None,114.75115539971739,None,None,,0.011485229711979628,1.0072457296773791,114.75115539971739,None,114.75115539971739,None,115.75206919992343,None,115.75206919992343,None,115.75206919992343,None,115.75206919992343,None,None,0.011218929663300514,1.607178429607302,115.75206919992343,None,115.75206919992343,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
2,0,2,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.35348099982366,None,117.35348099982366,None,117.35348099982366,None,None,,0.01145943021401763,1.0071905301883817,117.35348099982366,None,117.35348099982366,None,118.35437049996108,None,118.35437049996108,None,118.35437049996108,None,118.35437049996108,None,None,0.011418529786169529,1.807754729874432,118.35437049996108,None,118.35437049996108,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
2,0,2,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.15592519985512,None,120.15592519985512,None,120.15592519985512,None,None,,0.011239730287343264,1.006730230525136,120.15592519985512,None,120.15592519985512,None,121.15681209973991,None,121.15681209973991,None,121.15681209973991,None,121.15681209973991,None,None,0.011964030098170042,1.6086371298879385,121.15681209973991,None,121.15681209973991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
2,0,2,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.75819499976933,None,122.75819499976933,None,122.75819499976933,None,None,,0.01098603056743741,1.0061964304186404,122.75819499976933,None,122.75819499976933,None,123.759090999607,None,123.759090999607,None,123.759090999607,None,123.759090999607,None,None,0.011106329970061779,1.8072336297482252,123.759090999607,None,123.759090999607,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
2,0,2,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.56068470003083,None,125.56068470003083,None,125.56068470003083,None,None,,0.010703330393880606,1.0055829305201769,125.56068470003083,None,125.56068470003083,None,126.56155820004642,None,126.56155820004642,None,126.56155820004642,None,126.56155820004642,None,None,0.0120067298412323,1.7088706297799945,126.56155820004642,None,126.56155820004642,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.26304910006002,None,128.26304910006002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,130.26480709994212,None,130.26480709994212,None,130.26480709994212,None,130.26480709994212,None,133.76787049975246,None,133.76787049975246,None,135.26917300000787,None,135.26917300000787,None,135.26917300000787,None,None,,0.011825629975646734,1.0084090302698314,135.26917300000787,None,135.26917300000787,None,136.26996589964256,None,136.26996589964256,None,136.26996589964256,None,136.26996589964256,None,None,0.011117029935121536,1.8066617301665246,136.26996589964256,None,136.26996589964256,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.07160399993882,None,138.07160399993882,None,138.07160399993882,None,None,,0.011133430059999228,1.0064925299957395,138.07160399993882,None,138.07160399993882,None,139.07247799960896,None,139.07247799960896,None,139.07247799960896,None,139.07247799960896,None,None,0.011531230062246323,1.8079854301176965,139.07247799960896,None,139.07247799960896,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.87404030002654,None,140.87404030002654,None,140.87404030002654,None,None,,0.010696930345147848,1.0056446306407452,140.87404030002654,None,140.87404030002654,None,141.87489889981225,None,141.87489889981225,None,141.87489889981225,None,141.87489889981225,None,None,0.01072512986138463,1.706262330058962,141.87489889981225,None,141.87489889981225,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.57640059990808,None,143.57640059990808,None,143.57640059990808,None,None,,0.011222329922020435,1.0066767297685146,143.57640059990808,None,143.57640059990808,None,144.57727100001648,None,144.57727100001648,None,144.57727100001648,None,144.57727100001648,None,None,0.0114166303537786,1.70762923033908,144.57727100001648,None,144.57727100001648,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.2787603000179,None,146.2787603000179,None,146.2787603000179,None,None,,0.011181530077010393,1.0065770302899182,146.2787603000179,None,146.2787603000179,None,147.27963119978085,None,147.27963119978085,None,147.27963119978085,None,147.27963119978085,None,None,0.012006030417978764,1.6087487302720547,147.27963119978085,None,147.27963119978085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.8810004000552,None,148.8810004000552,None,148.8810004000552,None,None,,0.012187730055302382,1.008592430036515,148.8810004000552,None,148.8810004000552,None,149.88194549968466,None,149.88194549968466,None,149.88194549968466,None,149.88194549968466,None,None,0.011446029879152775,1.8078383300453424,149.88194549968466,None,149.88194549968466,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.68347069993615,None,151.68347069993615,None,151.68347069993615,None,None,,0.011389730498194695,1.0069765304215252,151.68347069993615,None,151.68347069993615,None,152.68434519972652,None,152.68434519972652,None,152.68434519972652,None,152.68434519972652,None,None,0.011120029725134373,1.807171929627657,152.68434519972652,None,152.68434519972652,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
3,0,3,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.48596419999376,None,154.48596419999376,None,154.48596419999376,None,None,,0.011399229988455772,1.0070889298804104,154.48596419999376,None,154.48596419999376,None,155.48678589984775,None,155.48678589984775,None,155.48678589984775,None,155.48678589984775,None,None,0.0116760297678411,1.708171830046922,155.48678589984775,None,155.48678589984775,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
3,0,3,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.1883006999269,None,157.1883006999269,None,157.1883006999269,None,None,,0.012416029814630747,1.0091178300790489,157.1883006999269,None,157.1883006999269,None,158.18912799982354,None,158.18912799982354,None,158.18912799982354,None,158.18912799982354,None,None,0.010360429529100657,1.6055199294351041,158.18912799982354,None,158.18912799982354,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
3,0,3,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.7905461997725,None,159.7905461997725,None,159.7905461997725,None,None,,0.01089562987908721,1.0059660295955837,159.7905461997725,None,159.7905461997725,None,160.79141790000722,None,160.79141790000722,None,160.79141790000722,None,160.79141790000722,None,None,0.011211630422621965,1.8073640302754939,160.79141790000722,None,160.79141790000722,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
3,0,3,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.59300779970363,None,162.59300779970363,None,162.59300779970363,None,None,,0.010425230022519827,1.0050563300028443,162.59300779970363,None,162.59300779970363,None,163.59386829985306,None,163.59386829985306,None,163.59386829985306,None,163.59386829985306,None,None,0.011138730216771364,1.7071176301687956,163.59386829985306,None,163.59386829985306,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
3,0,3,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.29538679961115,None,165.29538679961115,None,165.29538679961115,None,None,,0.011361129581928253,1.0083159296773374,165.29538679961115,None,165.29538679961115,None,166.2962063997984,None,166.2962063997984,None,166.2962063997984,None,166.2962063997984,None,None,0.011758930049836636,1.6068914304487407,166.2962063997984,None,166.2962063997984,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.8977516000159,None,167.8977516000159,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,169.8994282996282,None,169.8994282996282,None,169.8994282996282,None,169.8994282996282,None,173.40251749986783,None,173.40251749986783,None,174.9038026998751,None,174.9038026998751,None,174.9038026998751,None,None,,0.012443830259144306,1.009186230134219,174.9038026998751,None,174.9038026998751,None,175.90463149966672,None,175.90463149966672,None,175.90463149966672,None,175.90463149966672,None,None,0.010724429972469807,1.806295229587704,175.90463149966672,None,175.90463149966672,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.7061917996034,None,177.7061917996034,None,177.7061917996034,None,None,,0.011224729474633932,1.0066605294123292,177.7061917996034,None,177.7061917996034,None,178.707036299631,None,178.707036299631,None,178.707036299631,None,178.707036299631,None,None,0.012055030558258295,1.6089078304357827,178.707036299631,None,178.707036299631,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.30846049962565,None,180.30846049962565,None,180.30846049962565,None,None,,0.010750430636107922,1.0056944307871163,180.30846049962565,None,180.30846049962565,None,181.30937759997323,None,181.30937759997323,None,181.30937759997323,None,181.30937759997323,None,None,0.012069929856806993,1.708987430203706,181.30937759997323,None,181.30937759997323,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.01083439961076,None,183.01083439961076,None,183.01083439961076,None,None,,0.011173630598932505,1.0066149304620922,183.01083439961076,None,183.01083439961076,None,184.01171940006316,None,184.01171940006316,None,184.01171940006316,None,184.01171940006316,None,None,0.011445530224591494,1.8077979302033782,184.01171940006316,None,184.01171940006316,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.81333389971405,None,185.81333389971405,None,185.81333389971405,None,None,,0.011913429945707321,1.0080922301858664,185.81333389971405,None,185.81333389971405,None,186.8142460999079,None,186.8142460999079,None,186.8142460999079,None,186.8142460999079,None,None,0.011094530113041401,1.7070921300910413,186.8142460999079,None,186.8142460999079,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_18_1142,train-B(short),59.959479480075125,
