A1_Blocks.thisRepN,A1_Blocks.thisTrialN,A1_Blocks.thisN,A1_Blocks.thisIndex,A1_trials.thisRepN,A1_trials.thisTrialN,A1_trials.thisN,A1_trials.thisIndex,polygon_1.started,polygon_1.stopped,descriptionText_1.started,descriptionText_1.stopped,keyPressRun_1.keys,keyPressRun_1.rt,keyPressRun_1.started,keyPressRun_1.stopped,fixation10.started,fixation10.stopped,fixationImage10.started,fixationImage10.stopped,text.started,text.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,blackProc.started,blackProc.stopped,greenProc.started,greenProc.stopped,ProcTarget.started,ProcTarget.stopped,ProcPicture.started,ProcPicture.stopped,blackWaitInterTrial.started,blackWaitInterTrial.stopped,whiteWaitInterTrial.started,whiteWaitInterTrial.stopped,blackTrial.started,blackTrial.stopped,whiteTrial.started,whiteTrial.stopped,TrialPicture.started,TrialPicture.stopped,keyPressTrial_1.keys,keyPressTrial_1.rt,keyPressTrial_1.started,keyPressTrial_1.stopped,green_1.started,green_1.stopped,red_1.started,red_1.stopped,blackWaitInterTrial_2.started,blackWaitInterTrial_2.stopped,whiteWaitInterTrial_2.started,whiteWaitInterTrial_2.stopped,green_fb_1.started,green_fb_1.stopped,red_fb_1.started,red_fb_1.stopped,keyPressTrial_3.keys,keyPressTrial_3.started,keyPressTrial_3.stopped,green_3.started,green_3.stopped,red_3.started,red_3.stopped,keyPressTrial_3.rt,fixation.started,fixation.stopped,fixationImage.started,fixationImage.stopped,Participant ID,Age,Sex,Handedness,Data modality,EEG headset,Visualize Epochs,date,Experiment Mode,frameRate,
0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.52139310026541,None,39.52139310026541,None,39.52139310026541,None,None,,0.01047103013843298,1.00515242991969,39.52139310026541,None,39.52139310026541,None,40.52222179993987,None,40.52222179993987,None,40.52222179993987,None,40.52222179993987,None,None,0.011223829817026854,1.7072926298715174,40.52222179993987,None,40.52222179993987,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.22374020004645,None,42.22374020004645,None,42.22374020004645,None,None,,0.012481029611080885,1.00921232951805,42.22374020004645,None,42.22374020004645,None,43.22458470007405,None,43.22458470007405,None,43.22458470007405,None,43.22458470007405,None,None,0.011572230607271194,1.607947030570358,43.22458470007405,None,43.22458470007405,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.825998899992555,None,44.825998899992555,None,44.825998899992555,None,None,,0.01093032956123352,1.0060673295520246,44.825998899992555,None,44.825998899992555,None,45.826848400291055,None,45.826848400291055,None,45.826848400291055,None,45.826848400291055,None,None,0.01178232952952385,1.7083820295520127,45.826848400291055,None,45.826848400291055,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.528322299942374,None,47.528322299942374,None,47.528322299942374,None,None,,0.012259629555046558,1.0087522296234965,47.528322299942374,None,47.528322299942374,None,48.529217100236565,None,48.529217100236565,None,48.529217100236565,None,48.529217100236565,None,None,0.011403529904782772,1.8076947298832238,48.529217100236565,None,48.529217100236565,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.330804999917746,None,50.330804999917746,None,50.330804999917746,None,None,,0.012098729610443115,1.0084896297194064,50.330804999917746,None,50.330804999917746,None,51.33167540002614,None,51.33167540002614,None,51.33167540002614,None,51.33167540002614,None,None,0.011638530064374208,1.6079695299267769,51.33167540002614,None,51.33167540002614,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.933062500320375,None,52.933062500320375,None,52.933062500320375,None,None,,0.012125230394303799,1.0084588299505413,52.933062500320375,None,52.933062500320375,None,53.9339395002462,None,53.9339395002462,None,53.9339395002462,None,53.9339395002462,None,None,0.011296829674392939,1.7074771295301616,53.9339395002462,None,53.9339395002462,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.6354735000059,None,55.6354735000059,None,55.6354735000059,None,None,,0.012440029997378588,1.0091558299027383,55.6354735000059,None,55.6354735000059,None,56.63630759995431,None,56.63630759995431,None,56.63630759995431,None,56.63630759995431,None,None,0.01179162971675396,1.708357729949057,56.63630759995431,None,56.63630759995431,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33779550017789,None,58.33779550017789,None,58.33779550017789,None,None,,0.010514729656279087,1.0052629294805229,58.33779550017789,None,58.33779550017789,None,59.33866750029847,None,59.33866750029847,None,59.33866750029847,None,59.33866750029847,None,None,0.01138063007965684,1.60747603001073,59.33866750029847,None,59.33866750029847,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.94008260034025,None,60.94008260034025,None,60.94008260034025,None,None,,0.012470330111682415,1.009209729731083,60.94008260034025,None,60.94008260034025,None,61.94097710028291,None,61.94097710028291,None,61.94097710028291,None,61.94097710028291,None,None,0.01122572971507907,1.8073739297688007,61.94097710028291,None,61.94097710028291,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7425552001223,None,63.7425552001223,None,63.7425552001223,None,None,,0.011790330521762371,1.0078356303274632,63.7425552001223,None,63.7425552001223,None,64.74339720001444,None,64.74339720001444,None,64.74339720001444,None,64.74339720001444,None,None,0.011330429930239916,1.707551829982549,64.74339720001444,None,64.74339720001444,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.44493649993092,None,66.44493649993092,None,66.44493649993092,None,None,,0.01176242996007204,1.0077282297424972,66.44493649993092,None,66.44493649993092,None,67.44575490010902,None,67.44575490010902,None,67.44575490010902,None,67.44575490010902,None,None,0.011822929605841637,1.7085211295634508,67.44575490010902,None,67.44575490010902,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.14730060007423,None,69.14730060007423,None,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,71.1490670000203,None,71.1490670000203,None,71.1490670000203,None,71.1490670000203,None,74.65213640034199,None,74.65213640034199,None,76.15339290024713,None,76.15339290024713,None,76.15339290024713,None,None,,0.013246029615402222,1.0107031296938658,76.15339290024713,None,76.15339290024713,None,77.15422770008445,None,77.15422770008445,None,77.15422770008445,None,77.15422770008445,None,None,0.011694129556417465,1.8083108295686543,77.15422770008445,None,77.15422770008445,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.95581609988585,None,78.95581609988585,None,78.95581609988585,None,None,,0.011329330038279295,1.006893530022353,78.95581609988585,None,78.95581609988585,None,79.9566934001632,None,79.9566934001632,None,79.9566934001632,None,79.9566934001632,None,None,0.011731130070984364,1.6081759301014245,79.9566934001632,None,79.9566934001632,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.55812110006809,None,81.55812110006809,None,81.55812110006809,None,None,,0.01173373032361269,1.0077213300392032,81.55812110006809,None,81.55812110006809,None,82.55903970031068,None,82.55903970031068,None,82.55903970031068,None,82.55903970031068,None,None,0.011158329900354147,1.7071573296561837,82.55903970031068,None,82.55903970031068,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26044410001487,None,84.26044410001487,None,84.26044410001487,None,None,,0.011767830234020948,1.0077249300666153,84.26044410001487,None,84.26044410001487,None,85.26129200030118,None,85.26129200030118,None,85.26129200030118,None,85.26129200030118,None,None,0.010964729823172092,1.7068307297304273,85.26129200030118,None,85.26129200030118,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.96288589993492,None,86.96288589993492,None,86.96288589993492,None,None,,0.01249272981658578,1.0092030297964811,86.96288589993492,None,86.96288589993492,None,87.96368600009009,None,87.96368600009009,None,87.96368600009009,None,87.96368600009009,None,None,0.0120153296738863,1.6088198297657073,87.96368600009009,None,87.96368600009009,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.56513709994033,None,89.56513709994033,None,89.56513709994033,None,None,,0.01240632962435484,1.009049629792571,89.56513709994033,None,89.56513709994033,None,90.56594640016556,None,90.56594640016556,None,90.56594640016556,None,90.56594640016556,None,None,0.011216230224817991,1.8074576300568879,90.56594640016556,None,90.56594640016556,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.36753150029108,None,92.36753150029108,None,92.36753150029108,None,None,,0.011427929624915123,1.007071829866618,92.36753150029108,None,92.36753150029108,None,93.36839810013771,None,93.36839810013771,None,93.36839810013771,None,93.36839810013771,None,None,0.01184322964400053,1.708573829382658,93.36839810013771,None,93.36839810013771,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.06989839999005,None,95.06989839999005,None,95.06989839999005,None,None,,0.011791930068284273,1.0077549298293889,95.06989839999005,None,95.06989839999005,None,96.07084000017494,None,96.07084000017494,None,96.07084000017494,None,96.07084000017494,None,None,0.011914430186152458,1.8088349304161966,96.07084000017494,None,96.07084000017494,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.87237320002168,None,97.87237320002168,None,97.87237320002168,None,None,,0.012530929874628782,1.0092880302108824,97.87237320002168,None,97.87237320002168,None,98.87322909990326,None,98.87322909990326,None,98.87322909990326,None,98.87322909990326,None,None,0.0114229298196733,1.8077438296750188,98.87322909990326,None,98.87322909990326,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.67483970010653,None,100.67483970010653,None,100.67483970010653,None,None,,0.011166829615831375,1.0065745296888053,100.67483970010653,None,100.67483970010653,None,101.67567969998345,None,101.67567969998345,None,101.67567969998345,None,101.67567969998345,None,None,0.011458329856395721,1.707756029907614,101.67567969998345,None,101.67567969998345,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.37715930026025,None,103.37715930026025,None,103.37715930026025,None,None,,0.012199230026453733,1.0086384303867817,103.37715930026025,None,103.37715930026025,None,104.37803920032457,None,104.37803920032457,None,104.37803920032457,None,104.37803920032457,None,None,0.011889529414474964,1.6085397293791175,104.37803920032457,None,104.37803920032457,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.97942409990355,None,105.97942409990355,None,105.97942409990355,None,None,,0.012349930126219988,1.0089127300307155,105.97942409990355,None,105.97942409990355,None,106.98029839992523,None,106.98029839992523,None,106.98029839992523,None,106.98029839992523,None,None,0.01142033003270626,1.8078428297303617,106.98029839992523,None,106.98029839992523,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.78194270003587,None,108.78194270003587,None,108.78194270003587,None,None,,0.010337529703974724,1.0050260298885405,108.78194270003587,None,108.78194270003587,None,109.78280920023099,None,109.78280920023099,None,109.78280920023099,None,109.78280920023099,None,None,0.01139142969623208,1.7076842300593853,109.78280920023099,None,109.78280920023099,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.48423440009356,None,111.48423440009356,None,111.48423440009356,None,None,,0.011740530375391245,1.0077153304591775,111.48423440009356,None,111.48423440009356,None,112.48516010027379,None,112.48516010027379,None,112.48516010027379,None,112.48516010027379,None,None,0.011967930011451244,1.7087245299480855,112.48516010027379,None,112.48516010027379,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.18666290026158,None,114.18666290026158,None,114.18666290026158,None,None,,0.01059682946652174,1.0054088295437396,114.18666290026158,None,114.18666290026158,None,115.18752170028165,None,115.18752170028165,None,115.18752170028165,None,115.18752170028165,None,None,0.011961829848587513,1.6087095299735665,115.18752170028165,None,115.18752170028165,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.78886240022257,None,116.78886240022257,None,116.78886240022257,None,None,,0.01108082989230752,1.0063872295431793,116.78886240022257,None,116.78886240022257,None,117.78974990034476,None,117.78974990034476,None,117.78974990034476,None,117.78974990034476,None,None,0.01129593001678586,1.80751862982288,117.78974990034476,None,117.78974990034476,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.5913098002784,None,119.5913098002784,None,119.5913098002784,None,None,,0.012354630045592785,1.0090016298927367,119.5913098002784,None,119.5913098002784,None,120.59218930033967,None,120.59218930033967,None,120.59218930033967,None,120.59218930033967,None,None,0.011811829637736082,1.708439429756254,120.59218930033967,None,120.59218930033967,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.29367960011587,None,122.29367960011587,None,122.29367960011587,None,None,,0.011720329988747835,1.0076564298942685,122.29367960011587,None,122.29367960011587,None,123.29457919998094,None,123.29457919998094,None,123.29457919998094,None,123.29457919998094,None,None,0.011897529941052198,1.8087195297703147,123.29457919998094,None,123.29457919998094,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.09620570018888,None,125.09620570018888,None,125.09620570018888,None,None,,0.010423529893159866,1.0051675299182534,125.09620570018888,None,125.09620570018888,None,126.09699960006401,None,126.09699960006401,None,126.09699960006401,None,126.09699960006401,None,None,0.01127842953428626,1.8075128295458853,126.09699960006401,None,126.09699960006401,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.89867229992524,None,127.89867229992524,None,127.89867229992524,None,None,,0.01248892955482006,1.0091969296336174,127.89867229992524,None,127.89867229992524,None,128.89944860013202,None,128.89944860013202,None,128.89944860013202,None,128.89944860013202,None,None,0.011721230112016201,1.7083204300142825,128.89944860013202,None,128.89944860013202,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.6009662002325,None,130.6009662002325,None,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,132.60277060000226,None,132.60277060000226,None,132.60277060000226,None,132.60277060000226,None,136.105793800205,None,136.105793800205,None,137.60712950024754,None,137.60712950024754,None,137.60712950024754,None,None,,0.012657629791647196,1.0094991298392415,137.60712950024754,None,137.60712950024754,None,138.60793310031295,None,138.60793310031295,None,138.60793310031295,None,138.60793310031295,None,None,0.011442429851740599,1.8079674299806356,138.60793310031295,None,138.60793310031295,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.40953190019354,None,140.40953190019354,None,140.40953190019354,None,None,,0.011942029930651188,1.0082267299294472,140.40953190019354,None,140.40953190019354,None,141.41039999993518,None,141.41039999993518,None,141.41039999993518,None,141.41039999993518,None,None,0.011600630357861519,1.8081204299815,141.41039999993518,None,141.41039999993518,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.2120102001354,None,143.2120102001354,None,143.2120102001354,None,None,,0.012033130042254925,1.0083134300075471,143.2120102001354,None,143.2120102001354,None,144.2128739003092,None,144.2128739003092,None,144.2128739003092,None,144.2128739003092,None,None,0.011202429886907339,1.707251229789108,144.2128739003092,None,144.2128739003092,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.91433640010655,None,145.91433640010655,None,145.91433640010655,None,None,,0.01213052961975336,1.0084517295472324,145.91433640010655,None,145.91433640010655,None,146.91519490024075,None,146.91519490024075,None,146.91519490024075,None,146.91519490024075,None,None,0.011412729974836111,1.6075973301194608,146.91519490024075,None,146.91519490024075,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.51660920027643,None,148.51660920027643,None,148.51660920027643,None,None,,0.012602229602634907,1.0094082299619913,148.51660920027643,None,148.51660920027643,None,149.51747020008042,None,149.51747020008042,None,149.51747020008042,None,149.51747020008042,None,None,0.011852729599922895,1.6084975292906165,149.51747020008042,None,149.51747020008042,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.11886959988624,None,151.11886959988624,None,151.11886959988624,None,None,,0.010996929835528135,1.0062168301083148,151.11886959988624,None,151.11886959988624,None,152.11974789993837,None,152.11974789993837,None,152.11974789993837,None,152.11974789993837,None,None,0.012122729793190956,1.7090675295330584,152.11974789993837,None,152.11974789993837,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.8212399003096,None,153.8212399003096,None,153.8212399003096,None,None,,0.012015029322355986,1.0083275293000042,153.8212399003096,None,153.8212399003096,None,154.8221090999432,None,154.8221090999432,None,154.8221090999432,None,154.8221090999432,None,None,0.011034229770302773,1.7069668299518526,154.8221090999432,None,154.8221090999432,None,,,,,,soheil789,,Male,Right-handed,Without EEG,,False,2020_May_17_2054,train-A,60.012014398957824,
