A1_Blocks.thisRepN,A1_Blocks.thisTrialN,A1_Blocks.thisN,A1_Blocks.thisIndex,A1_trials.thisRepN,A1_trials.thisTrialN,A1_trials.thisN,A1_trials.thisIndex,A2_Blocks.thisRepN,A2_Blocks.thisTrialN,A2_Blocks.thisN,A2_Blocks.thisIndex,A2_trials.thisRepN,A2_trials.thisTrialN,A2_trials.thisN,A2_trials.thisIndex,polygon_1.started,polygon_1.stopped,descriptionText_1.started,descriptionText_1.stopped,keyPressRun_1.keys,keyPressRun_1.rt,keyPressRun_1.started,keyPressRun_1.stopped,fixation10.started,fixation10.stopped,fixationImage10.started,fixationImage10.stopped,text.started,text.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,blackProc.started,blackProc.stopped,greenProc.started,greenProc.stopped,ProcTarget.started,ProcTarget.stopped,ProcPicture.started,ProcPicture.stopped,blackWaitInterTrial.started,blackWaitInterTrial.stopped,whiteWaitInterTrial.started,whiteWaitInterTrial.stopped,blackTrial.started,blackTrial.stopped,whiteTrial.started,whiteTrial.stopped,TrialPicture.started,TrialPicture.stopped,keyPressTrial_1.keys,keyPressTrial_1.started,keyPressTrial_1.stopped,green_1.started,green_1.stopped,red_1.started,red_1.stopped,blackWaitInterTrial_2.started,blackWaitInterTrial_2.stopped,whiteWaitInterTrial_2.started,whiteWaitInterTrial_2.stopped,green_fb_1.started,green_fb_1.stopped,red_fb_1.started,red_fb_1.stopped,fixation.started,fixation.stopped,fixationImage.started,fixationImage.stopped,polygon_end.started,polygon_end.stopped,end_text.started,end_text.stopped,polygon_15.started,polygon_15.stopped,descriptionText_15.started,descriptionText_15.stopped,keyPressRun_15.keys,keyPressRun_15.rt,keyPressRun_15.started,keyPressRun_15.stopped,blackProc_2.started,blackProc_2.stopped,greenProc_2.started,greenProc_2.stopped,ProcTarget_2.started,ProcTarget_2.stopped,ProcPicture_2.started,ProcPicture_2.stopped,blackWaitInterTrial_3.started,blackWaitInterTrial_3.stopped,whiteWaitInterTrial_3.started,whiteWaitInterTrial_3.stopped,blackTrial_2.started,blackTrial_2.stopped,whiteTrial_2.started,whiteTrial_2.stopped,TrialPicture_2.started,TrialPicture_2.stopped,keyPressTrial_2.keys,keyPressTrial_2.started,keyPressTrial_2.stopped,green_2.started,green_2.stopped,red_2.started,red_2.stopped,blackWaitInterTrial_4.started,blackWaitInterTrial_4.stopped,whiteWaitInterTrial_4.started,whiteWaitInterTrial_4.stopped,green_fb_2.started,green_fb_2.stopped,red_fb_2.started,red_fb_2.stopped,fixation_2.started,fixation_2.stopped,fixationImage_2.started,fixationImage_2.stopped,polygon_end_2.started,polygon_end_2.stopped,end_text_2.started,end_text_2.stopped,Participant ID,Age,Sex,Handedness,Experiment Mode,Data modality,EEG headset,Visualize Epochs,date,frameRate,
0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.73751599993557,None,65.73751599993557,None,65.73751599993557,None,None,0.012110009789466858,1.0227035097777843,65.73751599993557,None,65.73751599993557,None,66.75349140027538,None,66.75349140027538,None,66.75349140027538,None,66.75349140027538,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,22,Male,Right-handed,intro,With EEG,Emotiv EPOC(+),False,2020_May_15_1951,59.96160066152766,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.45495760021731,None,68.45495760021731,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,22,Male,Right-handed,intro,With EEG,Emotiv EPOC(+),False,2020_May_15_1951,59.96160066152766,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.45684490026906,None,70.45684490026906,None,72.48056640010327,None,72.48056640010327,None,space,315.7179181003012,0.0066337198950350285,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soheil123,22,Male,Right-handed,intro,With EEG,Emotiv EPOC(+),False,2020_May_15_1951,59.96160066152766,
,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,388.2175606000237,None,388.2175606000237,None,388.2175606000237,389.2368268999271,389.1993201998994,390.20089680003,390.20089680003,391.2034883000888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.22635600017384,None,391.22635600017384,None,391.22635600017384,None,391.22635600017384,None,394.74002220015973,None,394.74002220015973,None,396.2515245000832,None,396.2515245000832,None,396.2515245000832,None,None,0.004769410006701946,1.005718810018152,396.2515245000832,None,396.2515245000832,None,397.25913729984313,None,397.25913729984313,None,397.25913729984313,None,397.25913729984313,None,,,,,,,,,soheil123,22,Male,Right-handed,intro,With EEG,Emotiv EPOC(+),False,2020_May_15_1951,59.96160066152766,
,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.0610231999308,None,399.0610231999308,None,399.0610231999308,None,None,0.012434310279786587,1.0232196100987494,399.0610231999308,None,399.0610231999308,None,400.07825519982725,None,400.07825519982725,None,400.07825519982725,None,400.07825519982725,None,,,,,,,,,soheil123,22,Male,Right-handed,intro,With EEG,Emotiv EPOC(+),False,2020_May_15_1951,59.96160066152766,
,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.8819228000939,None,401.8819228000939,None,401.8819228000939,None,None,0.011326209641993046,1.0210954095236957,401.8819228000939,None,401.8819228000939,None,402.89855570020154,None,402.89855570020154,None,402.89855570020154,None,402.89855570020154,None,,,,,,,,,soheil123,22,Male,Right-handed,intro,With EEG,Emotiv EPOC(+),False,2020_May_15_1951,59.96160066152766,
,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.6014187000692,None,404.6014187000692,None,404.6014187000692,None,None,0.011791910510510206,1.0237051104195416,404.6014187000692,None,404.6014187000692,None,405.61759429983795,None,405.61759429983795,None,405.61759429983795,None,405.61759429983795,None,,,,,,,,,soheil123,22,Male,Right-handed,intro,With EEG,Emotiv EPOC(+),False,2020_May_15_1951,59.96160066152766,
,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.31980860000476,None,407.31980860000476,None,407.31980860000476,None,None,0.011152710299938917,1.0196530101820827,407.31980860000476,None,407.31980860000476,None,408.3351938002743,None,408.3351938002743,None,408.3351938002743,None,408.3351938002743,None,,,,,,,,,soheil123,22,Male,Right-handed,intro,With EEG,Emotiv EPOC(+),False,2020_May_15_1951,59.96160066152766,
,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.9390917001292,None,409.9390917001292,None,409.9390917001292,None,None,0.012018510140478611,1.0228418102487922,409.9390917001292,None,409.9390917001292,None,410.95434200018644,None,410.95434200018644,None,410.95434200018644,None,410.95434200018644,None,,,,,,,,,soheil123,22,Male,Right-handed,intro,With EEG,Emotiv EPOC(+),False,2020_May_15_1951,59.96160066152766,
,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.65816990006715,None,412.65816990006715,None,412.65816990006715,None,None,0.012619310058653355,1.0224345098249614,412.65816990006715,None,412.65816990006715,None,413.67153669986874,None,413.67153669986874,None,413.67153669986874,None,413.67153669986874,None,,,,,,,,,soheil123,22,Male,Right-handed,intro,With EEG,Emotiv EPOC(+),False,2020_May_15_1951,59.96160066152766,
