polygon.started,polygon.stopped,descriptionText.started,descriptionText.stopped,keyPressRun.keys,keyPressRun.rt,keyPressRun.started,keyPressRun.stopped,fixation.started,fixation.stopped,fixationImage.started,fixationImage.stopped,text.started,text.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,Participant ID,Age,Sex,Handedness,Experiment Mode,Data modality,EEG headset,Visualize Epochs,date,frameRate,
4.855216700118035,None,4.855216700118035,None,space,0.6840959000401199,0.007362660951912403,None,,,,,,,,,,,eee,,Male,Right-handed,Resting_Eyes_Closed,With EEG,Emotiv EPOC(+),False,2020_May_15_2035,59.96055796573394,
,,,,,,,,5.539142800029367,None,5.539142800029367,None,5.539142800029367,6.540032600052655,6.523368299938738,7.526820899918675,7.526820899918675,8.527282699942589,,,,,,,,,,,
