A1_Blocks.thisRepN,A1_Blocks.thisTrialN,A1_Blocks.thisN,A1_Blocks.thisIndex,A1_trials.thisRepN,A1_trials.thisTrialN,A1_trials.thisN,A1_trials.thisIndex,A2_Blocks.thisRepN,A2_Blocks.thisTrialN,A2_Blocks.thisN,A2_Blocks.thisIndex,A2_trials.thisRepN,A2_trials.thisTrialN,A2_trials.thisN,A2_trials.thisIndex,polygon_1.started,polygon_1.stopped,descriptionText_1.started,descriptionText_1.stopped,keyPressRun_1.keys,keyPressRun_1.rt,keyPressRun_1.started,keyPressRun_1.stopped,fixation10.started,fixation10.stopped,fixationImage10.started,fixationImage10.stopped,text.started,text.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,blackProc.started,blackProc.stopped,greenProc.started,greenProc.stopped,ProcTarget.started,ProcTarget.stopped,ProcPicture.started,ProcPicture.stopped,blackWaitInterTrial.started,blackWaitInterTrial.stopped,whiteWaitInterTrial.started,whiteWaitInterTrial.stopped,blackTrial.started,blackTrial.stopped,whiteTrial.started,whiteTrial.stopped,TrialPicture.started,TrialPicture.stopped,keyPressTrial_1.keys,keyPressTrial_1.started,keyPressTrial_1.stopped,green_1.started,green_1.stopped,red_1.started,red_1.stopped,blackWaitInterTrial_2.started,blackWaitInterTrial_2.stopped,whiteWaitInterTrial_2.started,whiteWaitInterTrial_2.stopped,green_fb_1.started,green_fb_1.stopped,red_fb_1.started,red_fb_1.stopped,fixation.started,fixation.stopped,fixationImage.started,fixationImage.stopped,polygon_end.started,polygon_end.stopped,end_text.started,end_text.stopped,polygon_15.started,polygon_15.stopped,descriptionText_15.started,descriptionText_15.stopped,keyPressRun_15.keys,keyPressRun_15.rt,keyPressRun_15.started,keyPressRun_15.stopped,blackProc_2.started,blackProc_2.stopped,greenProc_2.started,greenProc_2.stopped,ProcTarget_2.started,ProcTarget_2.stopped,ProcPicture_2.started,ProcPicture_2.stopped,blackWaitInterTrial_3.started,blackWaitInterTrial_3.stopped,whiteWaitInterTrial_3.started,whiteWaitInterTrial_3.stopped,blackTrial_2.started,blackTrial_2.stopped,whiteTrial_2.started,whiteTrial_2.stopped,TrialPicture_2.started,TrialPicture_2.stopped,keyPressTrial_2.keys,keyPressTrial_2.rt,keyPressTrial_2.started,keyPressTrial_2.stopped,green_2.started,green_2.stopped,red_2.started,red_2.stopped,blackWaitInterTrial_4.started,blackWaitInterTrial_4.stopped,whiteWaitInterTrial_4.started,whiteWaitInterTrial_4.stopped,green_fb_2.started,green_fb_2.stopped,red_fb_2.started,red_fb_2.stopped,fixation_2.started,fixation_2.stopped,fixationImage_2.started,fixationImage_2.stopped,polygon_end_2.started,polygon_end_2.stopped,end_text_2.started,end_text_2.stopped,Participant ID,Age,Sex,Handedness,Data modality,EEG headset,Visualize Epochs,date,Experiment Mode,frameRate,
,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0980740999803,None,100.0980740999803,None,100.0980740999803,None,None,,0.012914519757032394,1.0244845198467374,100.0980740999803,None,100.0980740999803,None,101.11618950031698,None,101.11618950031698,None,101.11618950031698,None,101.11618950031698,None,,,,,,,,,a,a,Male,Right-handed,Without EEG,,False,2020_May_17_0110,intro,59.93543758530538,
,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.91729960031807,None,102.91729960031807,None,102.91729960031807,None,None,,0.01242562010884285,1.0234803203493357,102.91729960031807,None,102.91729960031807,None,103.93272319994867,None,103.93272319994867,None,103.93272319994867,None,103.93272319994867,None,,,,,,,,,a,a,Male,Right-handed,Without EEG,,False,2020_May_17_0110,intro,59.93543758530538,
,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.63720449991524,None,105.63720449991524,None,105.63720449991524,None,None,,0.012083519715815783,1.0226786197163165,105.63720449991524,None,105.63720449991524,None,106.65369339985773,None,106.65369339985773,None,106.65369339985773,None,106.65369339985773,None,,,,,,,,,a,a,Male,Right-handed,Without EEG,,False,2020_May_17_0110,intro,59.93543758530538,
,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.25725620007142,None,108.25725620007142,None,108.25725620007142,None,None,,0.011310820002108812,1.0236444198526442,108.25725620007142,None,108.25725620007142,None,109.27290230011567,None,109.27290230011567,None,109.27290230011567,None,109.27290230011567,None,,,,,,,,,a,a,Male,Right-handed,Without EEG,,False,2020_May_17_0110,intro,59.93543758530538,
,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.97848220029846,None,110.97848220029846,None,110.97848220029846,None,None,,0.010318719781935215,1.0190155198797584,110.97848220029846,None,110.97848220029846,None,111.99195170029998,None,111.99195170029998,None,111.99195170029998,None,111.99195170029998,None,,,,,,,,,a,a,Male,Right-handed,Without EEG,,False,2020_May_17_0110,intro,59.93543758530538,
,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.59522420028225,None,113.59522420028225,None,113.59522420028225,None,None,,0.012595119886100292,1.0233106198720634,113.59522420028225,None,113.59522420028225,None,114.61049850005656,None,114.61049850005656,None,114.61049850005656,None,114.61049850005656,None,,,,,,,,,a,a,Male,Right-handed,Without EEG,,False,2020_May_17_0110,intro,59.93543758530538,
,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.21256170002744,None,116.21256170002744,None,116.21256170002744,None,None,,0.012233419809490442,1.0232442198321223,116.21256170002744,None,116.21256170002744,None,117.22759950021282,None,117.22759950021282,None,117.22759950021282,None,117.22759950021282,None,,,,,,,,,a,a,Male,Right-handed,Without EEG,,False,2020_May_17_0110,intro,59.93543758530538,
,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.93145490018651,None,118.93145490018651,None,118.93145490018651,None,None,,0.012897919863462448,1.0248053199611604,118.93145490018651,None,118.93145490018651,None,119.94923730008304,None,119.94923730008304,None,119.94923730008304,None,119.94923730008304,None,,,,,,,,,a,a,Male,Right-handed,Without EEG,,False,2020_May_17_0110,intro,59.93543758530538,
,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.6506825000979,None,121.6506825000979,None,121.6506825000979,None,None,,0.012955820187926292,1.011667120270431,121.6506825000979,None,121.6506825000979,None,122.65169219998643,None,122.65169219998643,None,122.65169219998643,None,122.65169219998643,None,,,,,,,,,a,a,Male,Right-handed,Without EEG,,False,2020_May_17_0110,intro,59.93543758530538,
,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.45470830006525,None,124.45470830006525,None,124.45470830006525,None,None,,0.011309219989925623,1.02134351991117,124.45470830006525,None,124.45470830006525,None,125.47042059991509,None,125.47042059991509,None,125.47042059991509,None,125.47042059991509,None,,,,,,,,,a,a,Male,Right-handed,Without EEG,,False,2020_May_17_0110,intro,59.93543758530538,
,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.17302930029109,None,127.17302930029109,None,127.17302930029109,None,None,,0.011959719471633434,1.0224837195128202,127.17302930029109,None,127.17302930029109,None,128.18923150002956,None,128.18923150002956,None,128.18923150002956,None,128.18923150002956,None,,,,,,,,,a,a,Male,Right-handed,Without EEG,,False,2020_May_17_0110,intro,59.93543758530538,
,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.79103220021352,None,129.79103220021352,None,129.79103220021352,None,None,,0.01265642000362277,1.0238061198033392,129.79103220021352,None,129.79103220021352,None,130.80798690021038,None,130.80798690021038,None,130.80798690021038,None,130.80798690021038,None,,,,,,,,,a,a,Male,Right-handed,Without EEG,,False,2020_May_17_0110,intro,59.93543758530538,
,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.51199250016361,None,132.51199250016361,None,132.51199250016361,None,None,,0.011555919889360666,1.0245931199751794,132.51199250016361,None,132.51199250016361,None,133.5270911999978,None,133.5270911999978,None,133.5270911999978,None,133.5270911999978,None,,,,,,,,,a,a,Male,Right-handed,Without EEG,,False,2020_May_17_0110,intro,59.93543758530538,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.12853850005195,None,135.12853850005195,None,,,,,a,a,Male,Right-handed,Without EEG,,False,2020_May_17_0110,intro,59.93543758530538,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.13029569992796,None,137.13029569992796,None,,,,,,,,,,,
