polygon.started,polygon.stopped,descriptionText.started,descriptionText.stopped,keyPressRun.keys,keyPressRun.rt,keyPressRun.started,keyPressRun.stopped,fixation.started,fixation.stopped,fixationImage.started,fixationImage.stopped,text.started,text.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,blackProc.started,blackProc.stopped,greenProc.started,greenProc.stopped,ProcTarget.started,ProcTarget.stopped,sound_1.started,sound_1.stopped,polygon_end.started,polygon_end.stopped,end_text.started,end_text.stopped,Participant ID,Age,Sex,Handedness,Data modality,EEG headset,Visualize Epochs,date,Experiment Mode,frameRate,
5.0129475998692214,None,5.0129475998692214,None,space,4.237507299985737,0.012163661420345306,None,,,,,,,,,,,,,,,,,,,,,,,a,a,Male,Right-handed,Without EEG,,False,2020_May_17_0110,Resting_Eyes_Opened,59.94398835739593,
,,,,,,,,9.250092599540949,None,9.250092599540949,None,9.250092599540949,10.250987799838185,10.234297999646515,11.235186399891973,11.235186399891973,12.237007899675518,12.55414589960128,102.56589309964329,12.55414589960128,102.56589309964329,12.55414589960128,102.56589309964329,90.01545014046133,None,104.26901189982891,None,104.26901189982891,None,,,,,,,,,,,
