polygon_1.started,polygon_1.stopped,descriptionText_1.started,descriptionText_1.stopped,keyPressRun_1.keys,keyPressRun_1.rt,keyPressRun_1.started,keyPressRun_1.stopped,Participant ID,Age,Sex,Handedness,Data modality,EEG headset,Visualize Epochs,date,Experiment Mode,frameRate,
6.391294199973345,None,6.391294199973345,None,space,4.459449699614197,0.005625719670206308,None,aa,aa,Male,Right-handed,Without EEG,,False,2020_May_17_0012,intro,59.932420218631506,
