polygon_1.started,polygon_1.stopped,descriptionText_1.started,descriptionText_1.stopped,keyPressRun_1.keys,keyPressRun_1.rt,keyPressRun_1.started,keyPressRun_1.stopped,Participant ID,Age,Sex,Handedness,Data modality,EEG headset,Visualize Epochs,date,Experiment Mode,frameRate,
5.532655899878591,None,5.532655899878591,None,space,69.93460440030321,0.008170651271939278,None,,,Male,Right-handed,Without EEG,,False,2020_May_17_1713,intro,59.96231958690994,
