polygon.started,polygon.stopped,descriptionText.started,descriptionText.stopped,keyPressRun.keys,keyPressRun.rt,keyPressRun.started,keyPressRun.stopped,fixation.started,fixation.stopped,fixationImage.started,fixationImage.stopped,text.started,text.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,blackProc.started,blackProc.stopped,greenProc.started,greenProc.stopped,ProcTarget.started,ProcTarget.stopped,sound_1.started,sound_1.stopped,polygon_end.started,polygon_end.stopped,end_text.started,end_text.stopped,Participant ID,Age,Sex,Handedness,Data modality,EEG headset,Visualize Epochs,date,Experiment Mode,frameRate,
4.829154799692333,None,4.829154799692333,None,space,4.125269399955869,0.0032357913441956043,None,,,,,,,,,,,,,,,,,,,,,,,ss,,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_15_2111,Resting_Eyes_Opened,59.93597639093447,
,,,,,,,,8.96640140004456,None,8.96640140004456,None,8.96640140004456,9.967152799945325,9.950451099779457,10.951376399956644,10.951376399956644,11.952284500002861,12.286923700012267,102.30047430004925,12.286923700012267,102.30047430004925,12.286923700012267,102.30047430004925,90.00215670047328,None,103.98436799971387,None,103.98436799971387,None,,,,,,,,,,,
