A1_Blocks.thisRepN,A1_Blocks.thisTrialN,A1_Blocks.thisN,A1_Blocks.thisIndex,A1_trials.thisRepN,A1_trials.thisTrialN,A1_trials.thisN,A1_trials.thisIndex,A2_Blocks.thisRepN,A2_Blocks.thisTrialN,A2_Blocks.thisN,A2_Blocks.thisIndex,A2_trials.thisRepN,A2_trials.thisTrialN,A2_trials.thisN,A2_trials.thisIndex,polygon_1.started,polygon_1.stopped,descriptionText_1.started,descriptionText_1.stopped,keyPressRun_1.keys,keyPressRun_1.rt,keyPressRun_1.started,keyPressRun_1.stopped,fixation10.started,fixation10.stopped,fixationImage10.started,fixationImage10.stopped,text.started,text.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,blackProc.started,blackProc.stopped,greenProc.started,greenProc.stopped,ProcTarget.started,ProcTarget.stopped,ProcPicture.started,ProcPicture.stopped,blackWaitInterTrial.started,blackWaitInterTrial.stopped,whiteWaitInterTrial.started,whiteWaitInterTrial.stopped,blackTrial.started,blackTrial.stopped,whiteTrial.started,whiteTrial.stopped,TrialPicture.started,TrialPicture.stopped,keyPressTrial_1.keys,keyPressTrial_1.started,keyPressTrial_1.stopped,green_1.started,green_1.stopped,red_1.started,red_1.stopped,blackWaitInterTrial_2.started,blackWaitInterTrial_2.stopped,whiteWaitInterTrial_2.started,whiteWaitInterTrial_2.stopped,green_fb_1.started,green_fb_1.stopped,red_fb_1.started,red_fb_1.stopped,fixation.started,fixation.stopped,fixationImage.started,fixationImage.stopped,polygon_end.started,polygon_end.stopped,end_text.started,end_text.stopped,polygon_15.started,polygon_15.stopped,descriptionText_15.started,descriptionText_15.stopped,keyPressRun_15.keys,keyPressRun_15.rt,keyPressRun_15.started,keyPressRun_15.stopped,blackProc_2.started,blackProc_2.stopped,greenProc_2.started,greenProc_2.stopped,ProcTarget_2.started,ProcTarget_2.stopped,ProcPicture_2.started,ProcPicture_2.stopped,blackWaitInterTrial_3.started,blackWaitInterTrial_3.stopped,whiteWaitInterTrial_3.started,whiteWaitInterTrial_3.stopped,blackTrial_2.started,blackTrial_2.stopped,whiteTrial_2.started,whiteTrial_2.stopped,TrialPicture_2.started,TrialPicture_2.stopped,keyPressTrial_2.keys,keyPressTrial_2.started,keyPressTrial_2.stopped,green_2.started,green_2.stopped,red_2.started,red_2.stopped,blackWaitInterTrial_4.started,blackWaitInterTrial_4.stopped,whiteWaitInterTrial_4.started,whiteWaitInterTrial_4.stopped,green_fb_2.started,green_fb_2.stopped,red_fb_2.started,red_fb_2.stopped,keyPressTrial_2.rt,fixation_2.started,fixation_2.stopped,fixationImage_2.started,fixationImage_2.stopped,polygon_end_2.started,polygon_end_2.stopped,end_text_2.started,end_text_2.stopped,Participant ID,Age,Sex,Handedness,Data modality,EEG headset,Visualize Epochs,date,Experiment Mode,frameRate,
0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.42634789971635,None,68.42634789971635,None,68.42634789971635,None,None,0.012860320042818785,1.0099913198500872,68.42634789971635,None,68.42634789971635,None,69.42719079973176,None,69.42719079973176,None,69.42719079973176,None,69.42719079973176,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gg,gg,Male,Right-handed,Without EEG,,False,2020_May_17_0101,intro,59.926350610073165,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.12866529962048,None,71.12866529962048,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gg,gg,Male,Right-handed,Without EEG,,False,2020_May_17_0101,intro,59.926350610073165,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.1304245996289,None,73.1304245996289,None,75.1655536997132,None,75.1655536997132,None,space,0.8666342003270984,0.009460039902478456,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gg,gg,Male,Right-handed,Without EEG,,False,2020_May_17_0101,intro,59.926350610073165,
,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,76.0329701998271,None,76.0329701998271,None,76.0329701998271,77.03382800007239,77.01711949985474,78.01804960006848,78.01804960006848,79.01903910003603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.05228729965165,None,79.05228729965165,None,79.05228729965165,None,79.05228729965165,None,82.55532549973577,None,82.55532549973577,None,84.07334129977971,None,84.07334129977971,None,84.07334129977971,None,None,0.009524419903755188,1.0199523200280964,84.07334129977971,None,84.07334129977971,None,85.07419539988041,None,85.07419539988041,None,85.07419539988041,None,85.07419539988041,None,,,,,,,,,,gg,gg,Male,Right-handed,Without EEG,,False,2020_May_17_0101,intro,59.926350610073165,
,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.87577939964831,None,86.87577939964831,None,86.87577939964831,None,None,0.012406320311129093,1.0090055200271308,86.87577939964831,None,86.87577939964831,None,87.87665419979021,None,87.87665419979021,None,87.87665419979021,None,87.87665419979021,None,,,,,,,,,,gg,gg,Male,Right-handed,Without EEG,,False,2020_May_17_0101,intro,59.926350610073165,
,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6782232997939,None,89.6782232997939,None,89.6782232997939,None,None,0.01224052021279931,1.0086828204803169,89.6782232997939,None,89.6782232997939,None,90.67909820005298,None,90.67909820005298,None,90.67909820005298,None,90.67909820005298,None,,,,,,,,,,gg,gg,Male,Right-handed,Without EEG,,False,2020_May_17_0101,intro,59.926350610073165,
,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.38057989999652,None,92.38057989999652,None,92.38057989999652,None,None,0.01263611949980259,1.0095700197853148,92.38057989999652,None,92.38057989999652,None,93.38145159976557,None,93.38145159976557,None,93.38145159976557,None,93.38145159976557,None,,,,,,,,,,gg,gg,Male,Right-handed,Without EEG,,False,2020_May_17_0101,intro,59.926350610073165,
,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.08296709973365,None,95.08296709973365,None,95.08296709973365,None,None,0.012454419862478971,1.0091603202745318,95.08296709973365,None,95.08296709973365,None,96.08383309980854,None,96.08383309980854,None,96.08383309980854,None,96.08383309980854,None,,,,,,,,,,gg,gg,Male,Right-handed,Without EEG,,False,2020_May_17_0101,intro,59.926350610073165,
,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.68520949967206,None,97.68520949967206,None,97.68520949967206,None,None,0.012795220129191875,1.0097406199201941,97.68520949967206,None,97.68520949967206,None,98.68673369986936,None,98.68673369986936,None,98.68673369986936,None,98.68673369986936,None,,,,,,,,,,gg,gg,Male,Right-handed,Without EEG,,False,2020_May_17_0101,intro,59.926350610073165,
,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.38758189976215,None,100.38758189976215,None,100.38758189976215,None,None,0.012296220287680626,1.0088111199438572,100.38758189976215,None,100.38758189976215,None,101.38850899972022,None,101.38850899972022,None,101.38850899972022,None,101.38850899972022,None,,,,,,,,,,gg,gg,Male,Right-handed,Without EEG,,False,2020_May_17_0101,intro,59.926350610073165,
