A1_Blocks.thisRepN,A1_Blocks.thisTrialN,A1_Blocks.thisN,A1_Blocks.thisIndex,A1_trials.thisRepN,A1_trials.thisTrialN,A1_trials.thisN,A1_trials.thisIndex,A2_Blocks.thisRepN,A2_Blocks.thisTrialN,A2_Blocks.thisN,A2_Blocks.thisIndex,A2_trials.thisRepN,A2_trials.thisTrialN,A2_trials.thisN,A2_trials.thisIndex,polygon_1.started,polygon_1.stopped,descriptionText_1.started,descriptionText_1.stopped,keyPressRun_1.keys,keyPressRun_1.rt,keyPressRun_1.started,keyPressRun_1.stopped,fixation10.started,fixation10.stopped,fixationImage10.started,fixationImage10.stopped,text.started,text.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,blackProc.started,blackProc.stopped,greenProc.started,greenProc.stopped,ProcTarget.started,ProcTarget.stopped,ProcPicture.started,ProcPicture.stopped,blackWaitInterTrial.started,blackWaitInterTrial.stopped,whiteWaitInterTrial.started,whiteWaitInterTrial.stopped,blackTrial.started,blackTrial.stopped,whiteTrial.started,whiteTrial.stopped,TrialPicture.started,TrialPicture.stopped,keyPressTrial_1.keys,keyPressTrial_1.rt,keyPressTrial_1.started,keyPressTrial_1.stopped,green_1.started,green_1.stopped,red_1.started,red_1.stopped,blackWaitInterTrial_2.started,blackWaitInterTrial_2.stopped,whiteWaitInterTrial_2.started,whiteWaitInterTrial_2.stopped,green_fb_1.started,green_fb_1.stopped,red_fb_1.started,red_fb_1.stopped,fixation.started,fixation.stopped,fixationImage.started,fixationImage.stopped,polygon_end.started,polygon_end.stopped,end_text.started,end_text.stopped,polygon_15.started,polygon_15.stopped,descriptionText_15.started,descriptionText_15.stopped,keyPressRun_15.keys,keyPressRun_15.rt,keyPressRun_15.started,keyPressRun_15.stopped,blackProc_2.started,blackProc_2.stopped,greenProc_2.started,greenProc_2.stopped,ProcTarget_2.started,ProcTarget_2.stopped,ProcPicture_2.started,ProcPicture_2.stopped,blackWaitInterTrial_3.started,blackWaitInterTrial_3.stopped,whiteWaitInterTrial_3.started,whiteWaitInterTrial_3.stopped,blackTrial_2.started,blackTrial_2.stopped,whiteTrial_2.started,whiteTrial_2.stopped,TrialPicture_2.started,TrialPicture_2.stopped,keyPressTrial_2.keys,keyPressTrial_2.started,keyPressTrial_2.stopped,green_2.started,green_2.stopped,red_2.started,red_2.stopped,blackWaitInterTrial_4.started,blackWaitInterTrial_4.stopped,whiteWaitInterTrial_4.started,whiteWaitInterTrial_4.stopped,green_fb_2.started,green_fb_2.stopped,red_fb_2.started,red_fb_2.stopped,keyPressTrial_2.rt,fixation_2.started,fixation_2.stopped,fixationImage_2.started,fixationImage_2.stopped,polygon_end_2.started,polygon_end_2.stopped,end_text_2.started,end_text_2.stopped,Participant ID,Age,Sex,Handedness,Data modality,EEG headset,Visualize Epochs,date,Experiment Mode,frameRate,
,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.59272950002924,None,98.59272950002924,None,98.59272950002924,None,None,0.012891049962490797,1.0246815499849617,98.59272950002924,None,98.59272950002924,None,99.60951530002058,None,99.60951530002058,None,99.60951530002058,None,99.60951530002058,None,,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1810,intro,59.978899332369295,
,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.31141599966213,None,101.31141599966213,None,101.31141599966213,None,None,0.012117149773985147,1.0229424498975277,101.31141599966213,None,101.31141599966213,None,102.3290599999018,None,102.3290599999018,None,102.3290599999018,None,102.3290599999018,None,,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1810,intro,59.978899332369295,
,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.03315769974142,None,104.03315769974142,None,104.03315769974142,None,None,0.010847150348126888,1.020251950249076,104.03315769974142,None,104.03315769974142,None,105.04778659995645,None,105.04778659995645,None,105.04778659995645,None,105.04778659995645,None,,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1810,intro,59.978899332369295,
,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.65046179993078,None,106.65046179993078,None,106.65046179993078,None,None,0.012358250096440315,1.023533449973911,106.65046179993078,None,106.65046179993078,None,107.66663719993085,None,107.66663719993085,None,107.66663719993085,None,107.66663719993085,None,,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1810,intro,59.978899332369295,
,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.36835329979658,None,109.36835329979658,None,109.36835329979658,None,None,0.01273545017465949,1.0242210500873625,109.36835329979658,None,109.36835329979658,None,110.3859488000162,None,110.3859488000162,None,110.3859488000162,None,110.3859488000162,None,,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1810,intro,59.978899332369295,
,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.08821249986067,None,112.08821249986067,None,112.08821249986067,None,l,0.012169349938631058,1.0227705501019955,112.08821249986067,None,112.08821249986067,None,113.10476969974115,None,113.10476969974115,None,113.10476969974115,None,113.10476969974115,None,0.10071180015802383,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1810,intro,59.978899332369295,
,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.90697130002081,None,114.90697130002081,None,114.90697130002081,None,None,0.012129249982535839,1.0229452499188483,114.90697130002081,None,114.90697130002081,None,115.92398349987343,None,115.92398349987343,None,115.92398349987343,None,115.92398349987343,None,,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1810,intro,59.978899332369295,
,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.6269263997674,None,117.6269263997674,None,117.6269263997674,None,None,0.012393049895763397,1.0235051498748362,117.6269263997674,None,117.6269263997674,None,118.64312799973413,None,118.64312799973413,None,118.64312799973413,None,118.64312799973413,None,,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1810,intro,59.978899332369295,
,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.2445223997347,None,120.2445223997347,None,120.2445223997347,None,None,0.012706650421023369,1.024235850200057,120.2445223997347,None,120.2445223997347,None,121.26184740010649,None,121.26184740010649,None,121.26184740010649,None,121.26184740010649,None,,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1810,intro,59.978899332369295,
,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.96396389976144,None,122.96396389976144,None,122.96396389976144,None,None,0.013133749831467867,1.0251402496360242,122.96396389976144,None,122.96396389976144,None,123.98083409992978,None,123.98083409992978,None,123.98083409992978,None,123.98083409992978,None,,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1810,intro,59.978899332369295,
