A1_Blocks.thisRepN,A1_Blocks.thisTrialN,A1_Blocks.thisN,A1_Blocks.thisIndex,A1_trials.thisRepN,A1_trials.thisTrialN,A1_trials.thisN,A1_trials.thisIndex,polygon_1.started,polygon_1.stopped,descriptionText_1.started,descriptionText_1.stopped,keyPressRun_1.keys,keyPressRun_1.rt,keyPressRun_1.started,keyPressRun_1.stopped,fixation10.started,fixation10.stopped,fixationImage10.started,fixationImage10.stopped,text.started,text.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,blackProc.started,blackProc.stopped,greenProc.started,greenProc.stopped,ProcTarget.started,ProcTarget.stopped,ProcPicture.started,ProcPicture.stopped,blackWaitInterTrial.started,blackWaitInterTrial.stopped,whiteWaitInterTrial.started,whiteWaitInterTrial.stopped,blackTrial.started,blackTrial.stopped,whiteTrial.started,whiteTrial.stopped,TrialPicture.started,TrialPicture.stopped,keyPressTrial_1.keys,keyPressTrial_1.rt,keyPressTrial_1.started,keyPressTrial_1.stopped,green_1.started,green_1.stopped,red_1.started,red_1.stopped,Participant ID,Age,Sex,Handedness,Experiment Mode,Data modality,EEG headset,Visualize Epochs,date,frameRate,
,,,,,,,,5.826418699929491,None,5.826418699929491,None,space,3.2196760999504477,0.011000339640304446,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa,,Male,Right-handed,train,Without EEG,Emotiv EPOC(+),False,2020_Apr_28_1447,59.94955846220772,
,,,,,,,,,,,,,,,,9.045399300055578,None,9.045399300055578,None,9.045399300055578,10.04625379992649,10.02957920008339,11.030435800086707,11.030435800086707,12.03139919997193,12.064807099988684,None,12.064807099988684,None,12.064807099988684,None,12.064807099988684,None,15.56790199992247,None,15.56790199992247,None,17.08596589998342,None,17.08596589998342,None,17.08596589998342,None,a,0.3456466000061482,0.00486105983145535,1.0105731599032879,17.08596589998342,None,17.08596589998342,None,,,,,,,,,,,
