A1_Blocks.thisRepN,A1_Blocks.thisTrialN,A1_Blocks.thisN,A1_Blocks.thisIndex,A1_trials.thisRepN,A1_trials.thisTrialN,A1_trials.thisN,A1_trials.thisIndex,A2_Blocks.thisRepN,A2_Blocks.thisTrialN,A2_Blocks.thisN,A2_Blocks.thisIndex,A2_trials.thisRepN,A2_trials.thisTrialN,A2_trials.thisN,A2_trials.thisIndex,polygon_1.started,polygon_1.stopped,descriptionText_1.started,descriptionText_1.stopped,keyPressRun_1.keys,keyPressRun_1.rt,keyPressRun_1.started,keyPressRun_1.stopped,fixation10.started,fixation10.stopped,fixationImage10.started,fixationImage10.stopped,text.started,text.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,blackProc.started,blackProc.stopped,greenProc.started,greenProc.stopped,ProcTarget.started,ProcTarget.stopped,ProcPicture.started,ProcPicture.stopped,blackWaitInterTrial.started,blackWaitInterTrial.stopped,whiteWaitInterTrial.started,whiteWaitInterTrial.stopped,blackTrial.started,blackTrial.stopped,whiteTrial.started,whiteTrial.stopped,TrialPicture.started,TrialPicture.stopped,keyPressTrial_1.keys,keyPressTrial_1.rt,keyPressTrial_1.started,keyPressTrial_1.stopped,green_1.started,green_1.stopped,red_1.started,red_1.stopped,blackWaitInterTrial_2.started,blackWaitInterTrial_2.stopped,whiteWaitInterTrial_2.started,whiteWaitInterTrial_2.stopped,green_fb_1.started,green_fb_1.stopped,red_fb_1.started,red_fb_1.stopped,fixation.started,fixation.stopped,fixationImage.started,fixationImage.stopped,polygon_end.started,polygon_end.stopped,end_text.started,end_text.stopped,polygon_15.started,polygon_15.stopped,descriptionText_15.started,descriptionText_15.stopped,keyPressRun_15.keys,keyPressRun_15.rt,keyPressRun_15.started,keyPressRun_15.stopped,blackProc_2.started,blackProc_2.stopped,greenProc_2.started,greenProc_2.stopped,ProcTarget_2.started,ProcTarget_2.stopped,ProcPicture_2.started,ProcPicture_2.stopped,blackWaitInterTrial_3.started,blackWaitInterTrial_3.stopped,whiteWaitInterTrial_3.started,whiteWaitInterTrial_3.stopped,blackTrial_2.started,blackTrial_2.stopped,whiteTrial_2.started,whiteTrial_2.stopped,TrialPicture_2.started,TrialPicture_2.stopped,keyPressTrial_2.keys,keyPressTrial_2.rt,keyPressTrial_2.started,keyPressTrial_2.stopped,green_2.started,green_2.stopped,red_2.started,red_2.stopped,blackWaitInterTrial_4.started,blackWaitInterTrial_4.stopped,whiteWaitInterTrial_4.started,whiteWaitInterTrial_4.stopped,green_fb_2.started,green_fb_2.stopped,red_fb_2.started,red_fb_2.stopped,fixation_2.started,fixation_2.stopped,fixationImage_2.started,fixationImage_2.stopped,polygon_end_2.started,polygon_end_2.stopped,end_text_2.started,end_text_2.stopped,Participant ID,Age,Sex,Handedness,Data modality,EEG headset,Visualize Epochs,date,Experiment Mode,frameRate,
,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.22414600010961,None,107.22414600010961,None,107.22414600010961,None,None,,0.012526509817689657,1.009495209902525,107.22414600010961,None,107.22414600010961,None,108.22592499991879,None,108.22592499991879,None,108.22592499991879,None,108.22592499991879,None,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1846,intro,59.94136548201604,
,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.02636060025543,None,110.02636060025543,None,110.02636060025543,None,None,,0.012850009836256504,1.0098285102285445,110.02636060025543,None,110.02636060025543,None,111.02827840019017,None,111.02827840019017,None,111.02827840019017,None,111.02827840019017,None,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1846,intro,59.94136548201604,
,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.72988940030336,None,112.72988940030336,None,112.72988940030336,None,None,,0.011718810070306063,1.0083709098398685,112.72988940030336,None,112.72988940030336,None,113.7317516002804,None,113.7317516002804,None,113.7317516002804,None,113.7317516002804,None,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1846,intro,59.94136548201604,
,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.33503259997815,None,115.33503259997815,None,115.33503259997815,None,a,0.2888952000066638,0.008954910095781088,1.0185014102607965,115.33503259997815,None,115.33503259997815,None,116.34998190030456,None,116.34998190030456,None,116.34998190030456,None,116.34998190030456,None,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1846,intro,59.94136548201604,
,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.05215460015461,None,118.05215460015461,None,118.05215460015461,None,None,,0.011338409502059221,1.0069327093660831,118.05215460015461,None,118.05215460015461,None,119.0523141999729,None,119.0523141999729,None,119.0523141999729,None,119.0523141999729,None,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1846,intro,59.94136548201604,
,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.65437390003353,None,120.65437390003353,None,120.65437390003353,None,None,,0.011553609743714333,1.0073325093835592,120.65437390003353,None,120.65437390003353,None,121.65447039995342,None,121.65447039995342,None,121.65447039995342,None,121.65447039995342,None,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1846,intro,59.94136548201604,
,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.25641750032082,None,123.25641750032082,None,123.25641750032082,None,None,,0.01199820963665843,1.0081466096453369,123.25641750032082,None,123.25641750032082,None,124.25703340023756,None,124.25703340023756,None,124.25703340023756,None,124.25703340023756,None,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1846,intro,59.94136548201604,
,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.95831520017236,None,125.95831520017236,None,125.95831520017236,None,None,,0.012467809952795506,1.0089965099468827,125.95831520017236,None,125.95831520017236,None,126.95914990035817,None,126.95914990035817,None,126.95914990035817,None,126.95914990035817,None,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1846,intro,59.94136548201604,
,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.66001280024648,None,128.66001280024648,None,128.66001280024648,None,w,0.7642756002023816,0.01231561042368412,1.0094453101046383,128.66001280024648,None,128.66001280024648,None,129.66217730008066,None,129.66217730008066,None,129.66217730008066,None,129.66217730008066,None,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1846,intro,59.94136548201604,
,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.46186520019546,None,131.46186520019546,None,131.46186520019546,None,None,,0.012807009741663933,1.011544109787792,131.46186520019546,None,131.46186520019546,None,132.46416669990867,None,132.46416669990867,None,132.46416669990867,None,132.46416669990867,None,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1846,intro,59.94136548201604,
,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.16654880018905,None,134.16654880018905,None,134.16654880018905,None,None,,0.011761209927499294,1.0071874097920954,134.16654880018905,None,134.16654880018905,None,135.1666477001272,None,135.1666477001272,None,135.1666477001272,None,135.1666477001272,None,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1846,intro,59.94136548201604,
,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.76849619997665,None,136.76849619997665,None,136.76849619997665,None,lshift,0.8645631996914744,0.01178671047091484,1.0079692103900015,136.76849619997665,None,136.76849619997665,None,137.76869850000367,None,137.76869850000367,None,137.76869850000367,None,137.76869850000367,None,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1846,intro,59.94136548201604,
,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.47079150006175,None,139.47079150006175,None,139.47079150006175,None,d,0.17727359989657998,0.011290810070931911,1.006413210183382,139.47079150006175,None,139.47079150006175,None,140.47107690013945,None,140.47107690013945,None,140.47107690013945,None,140.47107690013945,None,,,,,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1846,intro,59.94136548201604,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.07211520010605,None,142.07211520010605,None,,,,,soheil123,,Male,Right-handed,Without EEG,,False,2020_May_17_1846,intro,59.94136548201604,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0746341003105,None,144.0746341003105,None,,,,,,,,,,,
