A1_Blocks.thisRepN,A1_Blocks.thisTrialN,A1_Blocks.thisN,A1_Blocks.thisIndex,A1_trials.thisRepN,A1_trials.thisTrialN,A1_trials.thisN,A1_trials.thisIndex,A2_Blocks.thisRepN,A2_Blocks.thisTrialN,A2_Blocks.thisN,A2_Blocks.thisIndex,A2_trials.thisRepN,A2_trials.thisTrialN,A2_trials.thisN,A2_trials.thisIndex,polygon_1.started,polygon_1.stopped,descriptionText_1.started,descriptionText_1.stopped,keyPressRun_1.keys,keyPressRun_1.rt,keyPressRun_1.started,keyPressRun_1.stopped,fixation10.started,fixation10.stopped,fixationImage10.started,fixationImage10.stopped,text.started,text.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,blackProc.started,blackProc.stopped,greenProc.started,greenProc.stopped,ProcTarget.started,ProcTarget.stopped,ProcPicture.started,ProcPicture.stopped,blackWaitInterTrial.started,blackWaitInterTrial.stopped,whiteWaitInterTrial.started,whiteWaitInterTrial.stopped,blackTrial.started,blackTrial.stopped,whiteTrial.started,whiteTrial.stopped,TrialPicture.started,TrialPicture.stopped,keyPressTrial_1.keys,keyPressTrial_1.rt,keyPressTrial_1.started,keyPressTrial_1.stopped,green_1.started,green_1.stopped,red_1.started,red_1.stopped,blackWaitInterTrial_2.started,blackWaitInterTrial_2.stopped,whiteWaitInterTrial_2.started,whiteWaitInterTrial_2.stopped,green_fb_1.started,green_fb_1.stopped,red_fb_1.started,red_fb_1.stopped,fixation.started,fixation.stopped,fixationImage.started,fixationImage.stopped,polygon_end.started,polygon_end.stopped,end_text.started,end_text.stopped,polygon_15.started,polygon_15.stopped,descriptionText_15.started,descriptionText_15.stopped,keyPressRun_15.keys,keyPressRun_15.rt,keyPressRun_15.started,keyPressRun_15.stopped,blackProc_2.started,blackProc_2.stopped,greenProc_2.started,greenProc_2.stopped,ProcTarget_2.started,ProcTarget_2.stopped,ProcPicture_2.started,ProcPicture_2.stopped,blackWaitInterTrial_3.started,blackWaitInterTrial_3.stopped,whiteWaitInterTrial_3.started,whiteWaitInterTrial_3.stopped,blackTrial_2.started,blackTrial_2.stopped,whiteTrial_2.started,whiteTrial_2.stopped,TrialPicture_2.started,TrialPicture_2.stopped,keyPressTrial_2.keys,keyPressTrial_2.started,keyPressTrial_2.stopped,green_2.started,green_2.stopped,red_2.started,red_2.stopped,blackWaitInterTrial_4.started,blackWaitInterTrial_4.stopped,whiteWaitInterTrial_4.started,whiteWaitInterTrial_4.stopped,green_fb_2.started,green_fb_2.stopped,red_fb_2.started,red_fb_2.stopped,fixation_2.started,fixation_2.stopped,fixationImage_2.started,fixationImage_2.stopped,polygon_end_2.started,polygon_end_2.stopped,end_text_2.started,end_text_2.stopped,Participant ID,Age,Sex,Handedness,Data modality,EEG headset,Visualize Epochs,date,Experiment Mode,frameRate,
,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.83281879965216,None,102.83281879965216,None,102.83281879965216,None,None,0.011532879900187254,1.021545180119574,102.83281879965216,None,102.83281879965216,None,103.84833369962871,None,103.84833369962871,None,103.84833369962871,None,103.84833369962871,None,,,,,,,,,aa,aa,Male,Right-handed,Without EEG,,False,2020_May_17_1706,intro,59.99300483221283,
,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.6520432997495,None,105.6520432997495,None,105.6520432997495,None,None,0.011222780216485262,1.0207426799461246,105.6520432997495,None,105.6520432997495,None,106.66731339972466,None,106.66731339972466,None,106.66731339972466,None,106.66731339972466,None,,,,,,,,,aa,aa,Male,Right-handed,Without EEG,,False,2020_May_17_1706,intro,59.99300483221283,
,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.37002429971471,None,108.37002429971471,None,108.37002429971471,None,None,0.01235828036442399,1.0235002799890935,108.37002429971471,None,108.37002429971471,None,109.38640129985288,None,109.38640129985288,None,109.38640129985288,None,109.38640129985288,None,,,,,,,,,aa,aa,Male,Right-handed,Without EEG,,False,2020_May_17_1706,intro,59.99300483221283,
,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.9886888996698,None,110.9886888996698,None,110.9886888996698,None,None,0.01255048019811511,1.0235462803393602,110.9886888996698,None,110.9886888996698,None,112.00584829971194,None,112.00584829971194,None,112.00584829971194,None,112.00584829971194,None,,,,,,,,,aa,aa,Male,Right-handed,Without EEG,,False,2020_May_17_1706,intro,59.99300483221283,
,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.70751399965957,None,113.70751399965957,None,113.70751399965957,None,None,0.01248798007145524,1.023691379930824,113.70751399965957,None,113.70751399965957,None,114.72429419960827,None,114.72429419960827,None,114.72429419960827,None,114.72429419960827,None,,,,,,,,,aa,aa,Male,Right-handed,Without EEG,,False,2020_May_17_1706,intro,59.99300483221283,
,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.3266147999093,None,116.3266147999093,None,116.3266147999093,None,None,0.012319180183112621,1.023299579974264,116.3266147999093,None,116.3266147999093,None,117.34369129966944,None,117.34369129966944,None,117.34369129966944,None,117.34369129966944,None,,,,,,,,,aa,aa,Male,Right-handed,Without EEG,,False,2020_May_17_1706,intro,59.99300483221283,
,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.9472240996547,None,118.9472240996547,None,118.9472240996547,None,None,0.011726780328899622,1.0214235801249743,118.9472240996547,None,118.9472240996547,None,119.96247139992192,None,119.96247139992192,None,119.96247139992192,None,119.96247139992192,None,,,,,,,,,aa,aa,Male,Right-handed,Without EEG,,False,2020_May_17_1706,intro,59.99300483221283,
,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.66490359976888,None,121.66490359976888,None,121.66490359976888,None,None,0.01189178042113781,1.0224437802098691,121.66490359976888,None,121.66490359976888,None,122.68184699956328,None,122.68184699956328,None,122.68184699956328,None,122.68184699956328,None,,,,,,,,,aa,aa,Male,Right-handed,Without EEG,,False,2020_May_17_1706,intro,59.99300483221283,
,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.38256399985403,None,124.38256399985403,None,124.38256399985403,None,None,0.013035780284553766,1.0275177801959217,124.38256399985403,None,124.38256399985403,None,125.40088019985706,None,125.40088019985706,None,125.40088019985706,None,125.40088019985706,None,,,,,,,,,aa,aa,Male,Right-handed,Without EEG,,False,2020_May_17_1706,intro,59.99300483221283,
,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.2033579996787,None,127.2033579996787,None,127.2033579996787,None,None,0.012085480149835348,1.0225401800125837,127.2033579996787,None,127.2033579996787,None,128.21954849967733,None,128.21954849967733,None,128.21954849967733,None,128.21954849967733,None,,,,,,,,,aa,aa,Male,Right-handed,Without EEG,,False,2020_May_17_1706,intro,59.99300483221283,
,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.92303219996393,None,129.92303219996393,None,129.92303219996393,None,None,0.012017680332064629,1.0226647802628577,129.92303219996393,None,129.92303219996393,None,130.93901389976963,None,130.93901389976963,None,130.93901389976963,None,130.93901389976963,None,,,,,,,,,aa,aa,Male,Right-handed,Without EEG,,False,2020_May_17_1706,intro,59.99300483221283,
,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.54059109976515,None,132.54059109976515,None,132.54059109976515,None,None,0.01221098005771637,1.0229995800182223,132.54059109976515,None,132.54059109976515,None,133.55748329963535,None,133.55748329963535,None,133.55748329963535,None,133.55748329963535,None,,,,,,,,,aa,aa,Male,Right-handed,Without EEG,,False,2020_May_17_1706,intro,59.99300483221283,
,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.26099410001189,None,135.26099410001189,None,135.26099410001189,None,None,0.0120474798604846,1.0226192800328135,135.26099410001189,None,135.26099410001189,None,136.2766059995629,None,136.2766059995629,None,136.2766059995629,None,136.2766059995629,None,,,,,,,,,aa,aa,Male,Right-handed,Without EEG,,False,2020_May_17_1706,intro,59.99300483221283,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.87797239981592,None,137.87797239981592,None,,,,,aa,aa,Male,Right-handed,Without EEG,,False,2020_May_17_1706,intro,59.99300483221283,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.87976429983974,None,139.87976429983974,None,,,,,,,,,,,
