polygon.started,polygon.stopped,descriptionText.started,descriptionText.stopped,keyPressRun.keys,keyPressRun.rt,keyPressRun.started,keyPressRun.stopped,fixation.started,fixation.stopped,fixationImage.started,fixationImage.stopped,text.started,text.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,blackProc.started,blackProc.stopped,greenProc.started,greenProc.stopped,ProcTarget.started,ProcTarget.stopped,sound_1.started,sound_1.stopped,polygon_end.started,polygon_end.stopped,end_text.started,end_text.stopped,Participant ID,Age,Sex,Handedness,Data modality,EEG headset,Visualize Epochs,date,Experiment Mode,frameRate,
5.029034399893135,None,5.029034399893135,None,space,1.9693456999957561,0.014312120620161295,None,,,,,,,,,,,,,,,,,,,,,,,aa,aa,Male,Right-handed,With EEG,Emotiv EPOC(+),False,2020_May_15_2006,Resting_Eyes_Closed,59.932815290878445,
,,,,,,,,6.949456099886447,None,6.949456099886447,None,6.949456099886447,7.9503990998491645,7.9337213998660445,8.934801099821925,8.934801099821925,9.935577400028706,10.002272999845445,100.01434019999579,10.002272999845445,100.01434019999579,10.002272999845445,100.01434019999579,90.00893858028576,None,101.9660000000149,None,101.9660000000149,None,,,,,,,,,,,
